order_id,product_id,store_id,,
14680,P0328,S0018,,
14681,P0035,S0138,,
14682,P0608,S0060,,
14683,P0427,S0125,,
14684,P0062,S0083,,
14685,P0333,S0130,,
14686,P0261,S0099,,
14687,P0258,S0023,,
14688,P0103,S0029,,
14689,P0068,S0096,,
14690,P0280,S0085,,
14691,P0438,S0041,,
14692,P0327,S0096,,
14693,P0682,S0080,,
14694,P0654,S0026,,
14695,P0408,S0102,,
14696,P0229,S0097,,
14697,P0361,S0056,,
14698,P0044,S0008,,
14699,P0454,S0023,,
14700,P0148,S0025,,
14701,P0311,S0025,,
14702,P0543,S0052,,
14703,P0356,S0068,,
14704,P0148,S0045,,
14705,P0569,S0059,,
14706,P0164,S0040,,
14707,P0705,S0108,,
14708,P0681,S0135,,
14709,P0658,S0028,,
14710,P0397,S0026,,
14711,P0514,S0045,,
14712,P0428,S0002,,
14713,P0206,S0024,,
14714,P0614,S0008,,
14715,P0673,S0123,,
14716,P0348,S0105,,
14717,P0506,S0106,,
14718,P0459,S0023,,
14719,P0131,S0111,,
14720,P0187,S0043,,
14721,P0079,S0078,,
14722,P0150,S0097,,
14723,P0206,S0125,,
14724,P0345,S0096,,
14725,P0491,S0066,,
14726,P0296,S0142,,
14727,P0572,S0062,,
14728,P0283,S0050,,
14729,P0129,S0024,,
14730,P0689,S0131,,
14731,P0689,S0039,,
14732,P0483,S0052,,
14733,P0017,S0048,,
14734,P0103,S0074,,
14735,P0438,S0117,,
14736,P0204,S0056,,
14737,P0055,S0121,,
14738,P0356,S0125,,
14739,P0390,S0111,,
14740,P0615,S0015,,
14741,P0067,S0067,,
14742,P0483,S0002,,
14743,P0261,S0098,,
14744,P0144,S0050,,
14745,P0103,S0009,,
14746,P0536,S0062,,
14747,P0436,S0138,,
14748,P0704,S0022,,
14749,P0171,S0002,,
14750,P0068,S0038,,
14751,P0572,S0068,,
14752,P0333,S0128,,
14753,P0390,S0078,,
14754,P0356,S0001,,
14755,P0730,S0126,,
14756,P0425,S0112,,
14757,P0398,S0142,,
14758,P0652,S0093,,
14759,P0454,S0108,,
14760,P0453,S0144,,
14761,P0327,S0115,,
14762,P0046,S0123,,
14763,P0177,S0117,,
14764,P0436,S0065,,
14765,P0196,S0038,,
14766,P0296,S0026,,
14767,P0399,S0010,,
14768,P0704,S0121,,
14769,P0613,S0108,,
14770,P0690,S0103,,
14771,P0361,S0002,,
14772,P0099,S0001,,
14773,P0059,S0110,,
14774,P0337,S0043,,
14775,P0611,S0066,,
14776,P0584,S0096,,
14777,P0223,S0028,,
14778,P0639,S0020,,
14779,P0536,S0030,,
14780,P0140,S0032,,
14781,P0615,S0069,,
14782,P0551,S0026,,
14783,P0639,S0094,,
14784,P0140,S0059,,
14785,P0296,S0095,,
14786,P0057,S0117,,
14787,P0473,S0107,,
14788,P0286,S0014,,
14789,P0694,S0103,,
14790,P0005,S0142,,
14791,P0325,S0132,,
14792,P0246,S0003,,
14793,P0131,S0045,,
14794,P0261,S0066,,
14795,P0261,S0038,,
14796,P0569,S0043,,
14797,P0351,S0038,,
14798,P0693,S0040,,
14799,P0140,S0012,,
14800,P0099,S0138,,
14801,P0569,S0027,,
14802,P0705,S0011,,
14803,P0491,S0043,,
14804,P0654,S0002,,
14805,P0044,S0088,,
14806,P0169,S0085,,
14807,P0350,S0002,,
14808,P0499,S0087,,
14809,P0565,S0094,,
14810,P0345,S0040,,
14811,P0663,S0083,,
14812,P0735,S0069,,
14813,P0177,S0122,,
14814,P0644,S0056,,
14815,P0377,S0031,,
14816,P0082,S0070,,
14817,P0490,S0097,,
14818,P0483,S0066,,
14819,P0497,S0062,,
14820,P0131,S0044,,
14821,P0543,S0122,,
14822,P0435,S0138,,
14823,P0051,S0049,,
14824,P0574,S0023,,
14825,P0125,S0056,,
14826,P0079,S0132,,
14827,P0398,S0087,,
14828,P0681,S0025,,
14829,P0704,S0084,,
14830,P0162,S0125,,
14831,P0092,S0016,,
14832,P0241,S0002,,
14833,P0005,S0012,,
14834,P0364,S0040,,
14835,P0574,S0060,,
14836,P0177,S0125,,
14837,P0602,S0032,,
14838,P0726,S0135,,
14839,P0110,S0113,,
14840,P0657,S0031,,
14841,P0590,S0002,,
14842,P0102,S0125,,
14843,P0527,S0001,,
14844,P0582,S0066,,
14845,P0227,S0020,,
14846,P0551,S0103,,
14847,P0699,S0051,,
14848,P0662,S0043,,
14849,P0364,S0098,,
14850,P0735,S0091,,
14851,P0642,S0091,,
14852,P0689,S0085,,
14853,P0613,S0010,,
14854,P0130,S0025,,
14855,P0183,S0065,,
14856,P0690,S0133,,
14857,P0137,S0138,,
14858,P0198,S0087,,
14859,P0652,S0028,,
14860,P0412,S0084,,
14861,P0602,S0107,,
14862,P0504,S0131,,
14863,P0435,S0003,,
14864,P0325,S0142,,
14865,P0543,S0043,,
14866,P0059,S0112,,
14867,P0015,S0056,,
14868,P0406,S0103,,
14869,P0260,S0053,,
14870,P0070,S0107,,
14871,P0184,S0002,,
14872,P0579,S0112,,
14873,P0640,S0144,,
14874,P0664,S0060,,
14875,P0389,S0035,,
14876,P0671,S0066,,
14877,P0175,S0062,,
14878,P0704,S0013,,
14879,P0590,S0056,,
14880,P0557,S0090,,
14881,P0712,S0042,,
14882,P0427,S0120,,
14883,P0325,S0055,,
14884,P0279,S0078,,
14885,P0206,S0097,,
14886,P0574,S0122,,
14887,P0469,S0038,,
14888,P0582,S0062,,
14889,P0132,S0115,,
14890,P0453,S0023,,
14891,P0499,S0117,,
14892,P0204,S0038,,
14893,P0637,S0038,,
14894,P0070,S0051,,
14895,P0035,S0020,,
14896,P0015,S0048,,
14897,P0132,S0062,,
14898,P0148,S0084,,
14899,P0565,S0073,,
14900,P0348,S0074,,
14901,P0412,S0063,,
14902,P0213,S0102,,
14903,P0147,S0027,,
14904,P0092,S0097,,
14905,P0651,S0078,,
14906,P0328,S0038,,
14907,P0261,S0133,,
14908,P0260,S0064,,
14909,P0699,S0043,,
14910,P0390,S0111,,
14911,P0144,S0083,,
14912,P0500,S0059,,
14913,P0043,S0097,,
14914,P0184,S0002,,
14915,P0707,S0131,,
14916,P0499,S0078,,
14917,P0330,S0049,,
14918,P0490,S0008,,
14919,P0376,S0065,,
14920,P0364,S0123,,
14921,P0336,S0049,,
14922,P0406,S0062,,
14923,P0652,S0028,,
14924,P0260,S0008,,
14925,P0132,S0096,,
14926,P0608,S0010,,
14927,P0219,S0012,,
14928,P0333,S0102,,
14929,P0704,S0103,,
14930,P0164,S0038,,
14931,P0712,S0078,,
14932,P0390,S0054,,
14933,P0747,S0085,,
14934,P0427,S0058,,
14935,P0458,S0058,,
14936,P0673,S0072,,
14937,P0337,S0026,,
14938,P0162,S0132,,
14939,P0439,S0025,,
14940,P0051,S0116,,
14941,P0017,S0112,,
14942,P0062,S0064,,
14943,P0231,S0097,,
14944,P0372,S0058,,
14945,P0602,S0132,,
14946,P0327,S0028,,
14947,P0438,S0063,,
14948,P0590,S0049,,
14949,P0062,S0015,,
14950,P0195,S0125,,
14951,P0070,S0093,,
14952,P0160,S0126,,
14953,P0377,S0102,,
14954,P0277,S0075,,
14955,P0427,S0020,,
14956,P0114,S0038,,
14957,P0185,S0105,,
14958,P0394,S0133,,
14959,P0237,S0133,,
14960,P0609,S0038,,
14961,P0726,S0119,,
14962,P0435,S0052,,
14963,P0510,S0085,,
14964,P0356,S0058,,
14965,P0054,S0102,,
14966,P0663,S0132,,
14967,P0483,S0016,,
14968,P0185,S0011,,
14969,P0399,S0031,,
14970,P0707,S0051,,
14971,P0187,S0097,,
14972,P0035,S0068,,
14973,P0148,S0115,,
14974,P0212,S0015,,
14975,P0602,S0063,,
14976,P0481,S0038,,
14977,P0651,S0144,,
14978,P0377,S0040,,
14979,P0312,S0012,,
14980,P0051,S0013,,
14981,P0427,S0055,,
14982,P0241,S0106,,
14983,P0747,S0084,,
14984,P0718,S0049,,
14985,P0499,S0020,,
14986,P0185,S0112,,
14987,P0524,S0085,,
14988,P0129,S0133,,
14989,P0332,S0002,,
14990,P0147,S0049,,
14991,P0223,S0112,,
14992,P0261,S0096,,
14993,P0712,S0104,,
14994,P0412,S0049,,
14995,P0327,S0140,,
14996,P0129,S0022,,
14997,P0296,S0133,,
14998,P0435,S0049,,
14999,P0718,S0130,,
15000,P0389,S0026,,
15001,P0260,S0122,,
15002,P0372,S0075,,
15003,P0201,S0014,,
15004,P0195,S0081,,
15005,P0574,S0056,,
15006,P0103,S0033,,
15007,P0679,S0126,,
15008,P0726,S0116,,
15009,P0536,S0090,,
15010,P0737,S0023,,
15011,P0704,S0004,,
15012,P0261,S0078,,
15013,P0114,S0054,,
15014,P0420,S0110,,
15015,P0340,S0048,,
15016,P0726,S0091,,
15017,P0144,S0137,,
15018,P0572,S0138,,
15019,P0351,S0085,,
15020,P0640,S0094,,
15021,P0679,S0019,,
15022,P0109,S0027,,
15023,P0663,S0002,,
15024,P0659,S0001,,
15025,P0420,S0094,,
15026,P0726,S0050,,
15027,P0569,S0051,,
15028,P0726,S0123,,
15029,P0044,S0074,,
15030,P0150,S0031,,
15031,P0417,S0104,,
15032,P0144,S0132,,
15033,P0218,S0002,,
15034,P0068,S0049,,
15035,P0565,S0072,,
15036,P0681,S0135,,
15037,P0171,S0069,,
15038,P0718,S0090,,
15039,P0110,S0066,,
15040,P0415,S0002,,
15041,P0511,S0020,,
15042,P0206,S0115,,
15043,P0092,S0144,,
15044,P0491,S0110,,
15045,P0481,S0041,,
15046,P0664,S0088,,
15047,P0275,S0025,,
15048,P0681,S0018,,
15049,P0587,S0093,,
15050,P0131,S0022,,
15051,P0372,S0110,,
15052,P0327,S0068,,
15053,P0642,S0124,,
15054,P0141,S0022,,
15055,P0005,S0012,,
15056,P0165,S0094,,
15057,P0132,S0132,,
15058,P0185,S0138,,
15059,P0067,S0138,,
15060,P0356,S0060,,
15061,P0582,S0038,,
15062,P0436,S0035,,
15063,P0260,S0024,,
15064,P0333,S0107,,
15065,P0014,S0048,,
15066,P0477,S0084,,
15067,P0499,S0039,,
15068,P0602,S0087,,
15069,P0390,S0128,,
15070,P0249,S0091,,
15071,P0438,S0082,,
15072,P0458,S0132,,
15073,P0704,S0055,,
15074,P0735,S0022,,
15075,P0330,S0078,,
15076,P0090,S0078,,
15077,P0663,S0105,,
15078,P0296,S0104,,
15079,P0453,S0025,,
15080,P0321,S0113,,
15081,P0609,S0001,,
15082,P0177,S0045,,
15083,P0196,S0123,,
15084,P0699,S0095,,
15085,P0325,S0122,,
15086,P0690,S0093,,
15087,P0664,S0020,,
15088,P0533,S0095,,
15089,P0569,S0051,,
15090,P0082,S0055,,
15091,P0277,S0038,,
15092,P0046,S0050,,
15093,P0732,S0090,,
15094,P0436,S0001,,
15095,P0608,S0125,,
15096,P0662,S0008,,
15097,P0212,S0048,,
15098,P0397,S0048,,
15099,P0590,S0124,,
15100,P0454,S0110,,
15101,P0525,S0024,,
15102,P0735,S0004,,
15103,P0035,S0010,,
15104,P0415,S0066,,
15105,P0726,S0112,,
15106,P0296,S0038,,
15107,P0001,S0091,,
15108,P0579,S0048,,
15109,P0046,S0051,,
15110,P0556,S0043,,
15111,P0336,S0082,,
15112,P0664,S0067,,
15113,P0436,S0056,,
15114,P0663,S0103,,
15115,P0525,S0040,,
15116,P0471,S0056,,
15117,P0055,S0142,,
15118,P0092,S0106,,
15119,P0406,S0144,,
15120,P0364,S0113,,
15121,P0227,S0003,,
15122,P0325,S0043,,
15123,P0483,S0113,,
15124,P0162,S0090,,
15125,P0140,S0103,,
15126,P0500,S0014,,
15127,P0333,S0020,,
15128,P0332,S0125,,
15129,P0206,S0056,,
15130,P0219,S0012,,
15131,P0747,S0015,,
15132,P0453,S0034,,
15133,P0062,S0078,,
15134,P0057,S0117,,
15135,P0704,S0050,,
15136,P0427,S0065,,
15137,P0504,S0026,,
15138,P0358,S0126,,
15139,P0225,S0024,,
15140,P0701,S0126,,
15141,P0201,S0066,,
15142,P0001,S0015,,
15143,P0506,S0097,,
15144,P0678,S0062,,
15145,P0125,S0081,,
15146,P0427,S0012,,
15147,P0015,S0126,,
15148,P0591,S0142,,
15149,P0054,S0083,,
15150,P0665,S0004,,
15151,P0394,S0113,,
15152,P0690,S0138,,
15153,P0585,S0125,,
15154,P0585,S0126,,
15155,P0435,S0073,,
15156,P0710,S0108,,
15157,P0277,S0062,,
15158,P0499,S0072,,
15159,P0129,S0048,,
15160,P0046,S0094,,
15161,P0327,S0020,,
15162,P0144,S0082,,
15163,P0705,S0095,,
15164,P0415,S0028,,
15165,P0325,S0096,,
15166,P0436,S0012,,
15167,P0453,S0040,,
15168,P0175,S0066,,
15169,P0665,S0107,,
15170,P0572,S0089,,
15171,P0587,S0083,,
15172,P0730,S0126,,
15173,P0131,S0030,,
15174,P0015,S0002,,
15175,P0099,S0117,,
15176,P0406,S0066,,
15177,P0446,S0067,,
15178,P0114,S0040,,
15179,P0275,S0060,,
15180,P0453,S0083,,
15181,P0054,S0107,,
15182,P0642,S0051,,
15183,P0116,S0021,,
15184,P0700,S0056,,
15185,P0608,S0022,,
15186,P0001,S0085,,
15187,P0044,S0144,,
15188,P0051,S0035,,
15189,P0286,S0105,,
15190,P0131,S0022,,
15191,P0663,S0127,,
15192,P0198,S0087,,
15193,P0147,S0063,,
15194,P0109,S0062,,
15195,P0343,S0090,,
15196,P0726,S0137,,
15197,P0587,S0133,,
15198,P0673,S0043,,
15199,P0665,S0020,,
15200,P0446,S0026,,
15201,P0212,S0117,,
15202,P0503,S0126,,
15203,P0448,S0106,,
15204,P0055,S0114,,
15205,P0110,S0078,,
15206,P0390,S0006,,
15207,P0336,S0008,,
15208,P0171,S0034,,
15209,P0556,S0087,,
15210,P0420,S0070,,
15211,P0695,S0026,,
15212,P0690,S0043,,
15213,P0718,S0073,,
15214,P0658,S0045,,
15215,P0601,S0126,,
15216,P0655,S0085,,
15217,P0614,S0031,,
15218,P0332,S0008,,
15219,P0171,S0053,,
15220,P0015,S0063,,
15221,P0345,S0094,,
15222,P0187,S0085,,
15223,P0660,S0073,,
15224,P0689,S0121,,
15225,P0718,S0024,,
15226,P0067,S0097,,
15227,P0694,S0054,,
15228,P0655,S0142,,
15229,P0097,S0020,,
15230,P0141,S0055,,
15231,P0571,S0085,,
15232,P0425,S0122,,
15233,P0639,S0002,,
15234,P0015,S0056,,
15235,P0569,S0123,,
15236,P0376,S0115,,
15237,P0664,S0051,,
15238,P0165,S0066,,
15239,P0090,S0045,,
15240,P0649,S0108,,
15241,P0325,S0068,,
15242,P0148,S0138,,
15243,P0569,S0045,,
15244,P0747,S0066,,
15245,P0129,S0131,,
15246,P0157,S0038,,
15247,P0220,S0078,,
15248,P0689,S0091,,
15249,P0689,S0083,,
15250,P0602,S0073,,
15251,P0587,S0091,,
15252,P0044,S0143,,
15253,P0565,S0006,,
15254,P0296,S0062,,
15255,P0660,S0073,,
15256,P0090,S0126,,
15257,P0406,S0126,,
15258,P0283,S0104,,
15259,P0296,S0110,,
15260,P0068,S0083,,
15261,P0695,S0094,,
15262,P0415,S0112,,
15263,P0187,S0013,,
15264,P0097,S0020,,
15265,P0477,S0096,,
15266,P0348,S0038,,
15267,P0476,S0097,,
15268,P0681,S0122,,
15269,P0694,S0055,,
15270,P0611,S0117,,
15271,P0311,S0091,,
15272,P0454,S0028,,
15273,P0117,S0112,,
15274,P0201,S0116,,
15275,P0608,S0065,,
15276,P0336,S0062,,
15277,P0454,S0058,,
15278,P0579,S0012,,
15279,P0438,S0082,,
15280,P0665,S0060,,
15281,P0279,S0062,,
15282,P0279,S0132,,
15283,P0394,S0026,,
15284,P0642,S0009,,
15285,P0735,S0031,,
15286,P0453,S0091,,
15287,P0035,S0015,,
15288,P0652,S0049,,
15289,P0345,S0113,,
15290,P0400,S0055,,
15291,P0389,S0094,,
15292,P0399,S0063,,
15293,P0499,S0128,,
15294,P0140,S0056,,
15295,P0386,S0028,,
15296,P0397,S0024,,
15297,P0511,S0050,,
15298,P0356,S0053,,
15299,P0035,S0043,,
15300,P0735,S0138,,
15301,P0018,S0119,,
15302,P0446,S0055,,
15303,P0211,S0013,,
15304,P0196,S0115,,
15305,P0425,S0055,,
15306,P0071,S0048,,
15307,P0162,S0065,,
15308,P0079,S0062,,
15309,P0590,S0141,,
15310,P0364,S0116,,
15311,P0427,S0084,,
15312,P0131,S0098,,
15313,P0215,S0015,,
15314,P0690,S0098,,
15315,P0689,S0086,,
15316,P0412,S0015,,
15317,P0024,S0043,,
15318,P0590,S0002,,
15319,P0406,S0056,,
15320,P0177,S0126,,
15321,P0280,S0104,,
15322,P0351,S0042,,
15323,P0499,S0102,,
15324,P0500,S0004,,
15325,P0483,S0003,,
15326,P0229,S0051,,
15327,P0147,S0043,,
15328,P0201,S0075,,
15329,P0062,S0020,,
15330,P0565,S0082,,
15331,P0651,S0107,,
15332,P0054,S0087,,
15333,P0663,S0015,,
15334,P0196,S0113,,
15335,P0109,S0123,,
15336,P0499,S0094,,
15337,P0574,S0055,,
15338,P0206,S0125,,
15339,P0664,S0117,,
15340,P0561,S0097,,
15341,P0718,S0126,,
15342,P0079,S0121,,
15343,P0348,S0038,,
15344,P0035,S0131,,
15345,P0297,S0058,,
15346,P0114,S0003,,
15347,P0437,S0038,,
15348,P0657,S0038,,
15349,P0336,S0056,,
15350,P0704,S0022,,
15351,P0497,S0012,,
15352,P0569,S0053,,
15353,P0241,S0133,,
15354,P0497,S0110,,
15355,P0171,S0080,,
15356,P0125,S0035,,
15357,P0587,S0112,,
15358,P0177,S0033,,
15359,P0569,S0123,,
15360,P0671,S0088,,
15361,P0448,S0087,,
15362,P0737,S0132,,
15363,P0689,S0132,,
15364,P0726,S0054,,
15365,P0615,S0095,,
15366,P0435,S0025,,
15367,P0425,S0045,,
15368,P0459,S0081,,
15369,P0416,S0023,,
15370,P0712,S0102,,
15371,P0131,S0117,,
15372,P0673,S0018,,
15373,P0527,S0012,,
15374,P0151,S0108,,
15375,P0029,S0028,,
15376,P0312,S0038,,
15377,P0470,S0028,,
15378,P0394,S0093,,
15379,P0129,S0082,,
15380,P0109,S0056,,
15381,P0218,S0031,,
15382,P0364,S0128,,
15383,P0131,S0095,,
15384,P0110,S0065,,
15385,P0072,S0028,,
15386,P0017,S0138,,
15387,P0114,S0108,,
15388,P0655,S0096,,
15389,P0665,S0031,,
15390,P0140,S0085,,
15391,P0389,S0042,,
15392,P0333,S0125,,
15393,P0389,S0126,,
15394,P0126,S0132,,
15395,P0660,S0125,,
15396,P0092,S0050,,
15397,P0499,S0064,,
15398,P0527,S0070,,
15399,P0689,S0077,,
15400,P0044,S0031,,
15401,P0333,S0138,,
15402,P0258,S0043,,
15403,P0536,S0084,,
15404,P0473,S0107,,
15405,P0162,S0132,,
15406,P0219,S0078,,
15407,P0614,S0116,,
15408,P0614,S0095,,
15409,P0014,S0048,,
15410,P0663,S0125,,
15411,P0131,S0069,,
15412,P0584,S0128,,
15413,P0237,S0132,,
15414,P0044,S0056,,
15415,P0584,S0040,,
15416,P0681,S0059,,
15417,P0747,S0070,,
15418,P0067,S0070,,
15419,P0654,S0052,,
15420,P0569,S0097,,
15421,P0223,S0073,,
15422,P0657,S0082,,
15423,P0645,S0094,,
15424,P0134,S0044,,
15425,P0321,S0024,,
15426,P0654,S0024,,
15427,P0055,S0091,,
15428,P0332,S0038,,
15429,P0412,S0115,,
15430,P0458,S0043,,
15431,P0639,S0024,,
15432,P0296,S0004,,
15433,P0458,S0088,,
15434,P0287,S0010,,
15435,P0427,S0122,,
15436,P0694,S0123,,
15437,P0046,S0058,,
15438,P0690,S0096,,
15439,P0067,S0097,,
15440,P0137,S0056,,
15441,P0211,S0128,,
15442,P0665,S0117,,
15443,P0206,S0097,,
15444,P0261,S0116,,
15445,P0483,S0143,,
15446,P0427,S0043,,
15447,P0569,S0023,,
15448,P0035,S0025,,
15449,P0438,S0063,,
15450,P0348,S0040,,
15451,P0584,S0056,,
15452,P0637,S0038,,
15453,P0390,S0056,,
15454,P0499,S0131,,
15455,P0504,S0012,,
15456,P0438,S0044,,
15457,P0059,S0038,,
15458,P0651,S0052,,
15459,P0655,S0137,,
15460,P0693,S0001,,
15461,P0055,S0050,,
15462,P0397,S0008,,
15463,P0671,S0025,,
15464,P0147,S0087,,
15465,P0148,S0144,,
15466,P0652,S0002,,
15467,P0497,S0060,,
15468,P0500,S0126,,
15469,P0453,S0080,,
15470,P0483,S0128,,
15471,P0275,S0077,,
15472,P0417,S0002,,
15473,P0296,S0066,,
15474,P0448,S0026,,
15475,P0705,S0138,,
15476,P0333,S0027,,
15477,P0665,S0115,,
15478,P0425,S0083,,
15479,P0639,S0104,,
15480,P0044,S0012,,
15481,P0389,S0102,,
15482,P0386,S0028,,
15483,P0466,S0026,,
15484,P0327,S0130,,
15485,P0017,S0024,,
15486,P0423,S0012,,
15487,P0162,S0084,,
15488,P0637,S0051,,
15489,P0114,S0090,,
15490,P0590,S0032,,
15491,P0161,S0083,,
15492,P0639,S0082,,
15493,P0283,S0110,,
15494,P0177,S0082,,
15495,P0439,S0043,,
15496,P0694,S0012,,
15497,P0277,S0013,,
15498,P0195,S0073,,
15499,P0721,S0070,,
15500,P0325,S0072,,
15501,P0483,S0095,,
15502,P0397,S0083,,
15503,P0068,S0031,,
15504,P0671,S0095,,
15505,P0726,S0040,,
15506,P0350,S0051,,
15507,P0005,S0056,,
15508,P0099,S0082,,
15509,P0242,S0138,,
15510,P0114,S0014,,
15511,P0459,S0062,,
15512,P0694,S0138,,
15513,P0726,S0018,,
15514,P0051,S0024,,
15515,P0219,S0110,,
15516,P0070,S0024,,
15517,P0481,S0044,,
15518,P0602,S0012,,
15519,P0165,S0108,,
15520,P0662,S0108,,
15521,P0571,S0104,,
15522,P0140,S0133,,
15523,P0497,S0066,,
15524,P0585,S0043,,
15525,P0144,S0018,,
15526,P0438,S0122,,
15527,P0747,S0090,,
15528,P0712,S0087,,
15529,P0476,S0108,,
15530,P0497,S0043,,
15531,P0737,S0001,,
15532,P0642,S0102,,
15533,P0377,S0001,,
15534,P0296,S0120,,
15535,P0261,S0096,,
15536,P0527,S0018,,
15537,P0125,S0143,,
15538,P0051,S0115,,
15539,P0491,S0142,,
15540,P0536,S0114,,
15541,P0732,S0094,,
15542,P0453,S0139,,
15543,P0372,S0073,,
15544,P0198,S0121,,
15545,P0057,S0108,,
15546,P0297,S0050,,
15547,P0735,S0062,,
15548,P0649,S0050,,
15549,P0356,S0042,,
15550,P0657,S0070,,
15551,P0054,S0060,,
15552,P0698,S0097,,
15553,P0130,S0097,,
15554,P0231,S0066,,
15555,P0140,S0070,,
15556,P0389,S0055,,
15557,P0536,S0022,,
15558,P0099,S0031,,
15559,P0260,S0085,,
15560,P0275,S0004,,
15561,P0450,S0028,,
15562,P0436,S0026,,
15563,P0402,S0117,,
15564,P0372,S0025,,
15565,P0211,S0081,,
15566,P0639,S0048,,
15567,P0296,S0107,,
15568,P0726,S0074,,
15569,P0185,S0131,,
15570,P0615,S0049,,
15571,P0046,S0113,,
15572,P0704,S0022,,
15573,P0249,S0048,,
15574,P0140,S0048,,
15575,P0459,S0049,,
15576,P0231,S0065,,
15577,P0642,S0128,,
15578,P0735,S0102,,
15579,P0438,S0004,,
15580,P0226,S0066,,
15581,P0433,S0051,,
15582,P0137,S0056,,
15583,P0590,S0008,,
15584,P0701,S0001,,
15585,P0103,S0038,,
15586,P0665,S0105,,
15587,P0572,S0034,,
15588,P0491,S0066,,
15589,P0348,S0064,,
15590,P0364,S0131,,
15591,P0483,S0028,,
15592,P0436,S0048,,
15593,P0461,S0056,,
15594,P0639,S0054,,
15595,P0057,S0126,,
15596,P0131,S0026,,
15597,P0350,S0013,,
15598,P0260,S0064,,
15599,P0569,S0044,,
15600,P0171,S0074,,
15601,P0333,S0048,,
15602,P0406,S0023,,
15603,P0067,S0096,,
15604,P0140,S0114,,
15605,P0171,S0121,,
15606,P0328,S0112,,
15607,P0055,S0081,,
15608,P0348,S0042,,
15609,P0141,S0144,,
15610,P0329,S0085,,
15611,P0114,S0093,,
15612,P0258,S0062,,
15613,P0394,S0133,,
15614,P0171,S0097,,
15615,P0690,S0082,,
15616,P0514,S0082,,
15617,P0169,S0078,,
15618,P0628,S0056,,
15619,P0390,S0130,,
15620,P0241,S0096,,
15621,P0364,S0126,,
15622,P0068,S0142,,
15623,P0572,S0122,,
15624,P0051,S0133,,
15625,P0572,S0068,,
15626,P0664,S0135,,
15627,P0241,S0095,,
15628,P0260,S0077,,
15629,P0333,S0133,,
15630,P0092,S0093,,
15631,P0664,S0056,,
15632,P0089,S0132,,
15633,P0211,S0013,,
15634,P0035,S0021,,
15635,P0694,S0075,,
15636,P0551,S0026,,
15637,P0394,S0010,,
15638,P0572,S0039,,
15639,P0394,S0040,,
15640,P0177,S0065,,
15641,P0521,S0115,,
15642,P0732,S0066,,
15643,P0206,S0126,,
15644,P0640,S0060,,
15645,P0157,S0031,,
15646,P0356,S0124,,
15647,P0261,S0133,,
15648,P0657,S0073,,
15649,P0277,S0143,,
15650,P0079,S0072,,
15651,P0311,S0020,,
15652,P0718,S0064,,
15653,P0662,S0038,,
15654,P0704,S0042,,
15655,P0062,S0031,,
15656,P0425,S0073,,
15657,P0394,S0103,,
15658,P0187,S0055,,
15659,P0141,S0093,,
15660,P0520,S0110,,
15661,P0302,S0104,,
15662,P0690,S0097,,
15663,P0590,S0126,,
15664,P0275,S0088,,
15665,P0639,S0042,,
15666,P0427,S0045,,
15667,P0312,S0065,,
15668,P0437,S0013,,
15669,P0327,S0027,,
15670,P0543,S0001,,
15671,P0116,S0115,,
15672,P0551,S0097,,
15673,P0747,S0126,,
15674,P0701,S0090,,
15675,P0211,S0023,,
15676,P0327,S0090,,
15677,P0185,S0131,,
15678,P0690,S0117,,
15679,P0613,S0055,,
15680,P0446,S0066,,
15681,P0649,S0040,,
15682,P0140,S0041,,
15683,P0249,S0112,,
15684,P0051,S0138,,
15685,P0312,S0026,,
15686,P0234,S0056,,
15687,P0272,S0048,,
15688,P0497,S0126,,
15689,P0017,S0035,,
15690,P0263,S0085,,
15691,P0035,S0142,,
15692,P0436,S0119,,
15693,P0551,S0073,,
15694,P0249,S0048,,
15695,P0574,S0051,,
15696,P0574,S0088,,
15697,P0436,S0080,,
15698,P0277,S0059,,
15699,P0348,S0074,,
15700,P0514,S0084,,
15701,P0454,S0110,,
15702,P0071,S0062,,
15703,P0694,S0108,,
15704,P0639,S0038,,
15705,P0481,S0142,,
15706,P0569,S0130,,
15707,P0372,S0041,,
15708,P0690,S0063,,
15709,P0435,S0083,,
15710,P0154,S0064,,
15711,P0070,S0113,,
15712,P0296,S0141,,
15713,P0551,S0091,,
15714,P0420,S0070,,
15715,P0219,S0085,,
15716,P0090,S0054,,
15717,P0325,S0024,,
15718,P0458,S0009,,
15719,P0356,S0140,,
15720,P0642,S0069,,
15721,P0280,S0112,,
15722,P0070,S0112,,
15723,P0639,S0094,,
15724,P0435,S0093,,
15725,P0067,S0015,,
15726,P0614,S0060,,
15727,P0185,S0022,,
15728,P0663,S0062,,
15729,P0125,S0084,,
15730,P0732,S0104,,
15731,P0035,S0122,,
15732,P0642,S0108,,
15733,P0131,S0131,,
15734,P0525,S0135,,
15735,P0642,S0119,,
15736,P0671,S0045,,
15737,P0249,S0096,,
15738,P0305,S0023,,
15739,P0394,S0133,,
15740,P0483,S0056,,
15741,P0712,S0052,,
15742,P0312,S0056,,
15743,P0350,S0001,,
15744,P0602,S0048,,
15745,P0495,S0069,,
15746,P0196,S0098,,
15747,P0044,S0066,,
15748,P0413,S0002,,
15749,P0125,S0028,,
15750,P0490,S0139,,
15751,P0470,S0023,,
15752,P0425,S0084,,
15753,P0551,S0056,,
15754,P0615,S0093,,
