,Created Date,Closed Date,Location Type,Incident Zip,City,Borough,Latitude,Longitude
17915,2016-02-14 23:06:26,2016-02-15 01:43:47,Residential Building/House,10301.0,STATEN ISLAND,STATEN ISLAND,40.64605723161625,-74.08906501844409
83781,2016-06-05 00:20:47,2016-06-05 04:15:15,Residential Building/House,11373.0,ELMHURST,QUEENS,40.73858741710854,-73.8818094323033
118845,2016-07-15 00:19:50,2016-07-15 03:07:08,Street/Sidewalk,10033.0,NEW YORK,MANHATTAN,40.849638597986406,-73.93684269770725
207647,2016-11-25 01:46:13,2016-11-25 02:17:00,Residential Building/House,10033.0,NEW YORK,MANHATTAN,40.851766012240745,-73.92793410162689
93217,2016-06-17 22:53:24,2016-06-18 02:46:37,Street/Sidewalk,10474.0,BRONX,BRONX,40.818887573108256,-73.89023299878303
33259,2016-03-22 02:11:16,2016-03-22 04:59:20,Club/Bar/Restaurant,11420.0,SOUTH OZONE PARK,QUEENS,40.677938718768814,-73.82009023977501
157285,2016-09-05 00:24:35,2016-09-05 02:26:44,Residential Building/House,11373.0,ELMHURST,QUEENS,40.74852768093596,-73.87543259349906
193100,2016-10-29 00:41:16,2016-10-29 03:09:14,Residential Building/House,11102.0,ASTORIA,QUEENS,40.772999330773104,-73.9176683048187
7500,2016-01-17 01:34:27,2016-01-17 06:11:30,Store/Commercial,11101.0,LONG ISLAND CITY,QUEENS,40.7550298191572,-73.93538756317345
10637,2016-01-28 01:50:30,2016-01-28 06:30:21,Store/Commercial,10040.0,NEW YORK,MANHATTAN,40.86344370639763,-73.92633432299584
61856,2016-05-11 13:02:35,2016-05-11 16:51:28,Store/Commercial,10011.0,NEW YORK,MANHATTAN,40.73875785506075,-74.00019486169344
58878,2016-05-07 20:25:50,2016-05-08 09:44:11,Residential Building/House,10040.0,NEW YORK,MANHATTAN,40.861967569012116,-73.92713854059718
31228,2016-03-18 21:38:21,2016-03-18 23:10:11,Residential Building/House,10040.0,NEW YORK,MANHATTAN,40.85597655314524,-73.92820065768194
15359,2016-02-07 20:12:57,2016-02-10 17:24:17,Residential Building/House,10456.0,BRONX,BRONX,40.8346469681713,-73.9153731735381
85010,2016-06-06 19:03:35,2016-06-06 23:40:20,Street/Sidewalk,10031.0,NEW YORK,MANHATTAN,40.82522248363238,-73.94969287279021
174655,2016-09-25 15:52:17,2016-09-25 18:21:24,Residential Building/House,11377.0,WOODSIDE,QUEENS,40.73833524080401,-73.92060156976214
99952,2016-06-23 23:32:12,2016-06-24 03:42:36,Club/Bar/Restaurant,11206.0,BROOKLYN,BROOKLYN,40.70693136252466,-73.9474341000148
131966,2016-08-03 20:08:26,2016-08-03 23:02:21,Street/Sidewalk,10027.0,NEW YORK,MANHATTAN,40.80777238423917,-73.94548329252599
20447,2016-02-21 02:38:42,2016-02-21 04:41:58,Store/Commercial,10462.0,BRONX,BRONX,40.834331333190896,-73.85048531630818
9463,2016-01-23 13:32:06,2016-01-23 14:40:04,Residential Building/House,11204.0,BROOKLYN,BROOKLYN,40.60941315720745,-73.97515645045749
96788,2016-06-19 13:03:58,2016-06-19 17:22:39,Residential Building/House,10459.0,BRONX,BRONX,40.82695298094996,-73.88885385278444
94076,2016-06-18 15:33:21,2016-06-19 04:13:43,Club/Bar/Restaurant,11237.0,BROOKLYN,BROOKLYN,40.70781421469531,-73.92161538685521
134895,2016-08-06 23:56:21,2016-08-07 03:27:53,Street/Sidewalk,10040.0,NEW YORK,MANHATTAN,40.85659933835734,-73.92778065178295
135627,2016-08-07 03:13:27,2016-08-07 03:39:26,Residential Building/House,11221.0,BROOKLYN,BROOKLYN,40.688164625732476,-73.94025169251506
132722,2016-08-05 00:06:07,2016-08-05 02:14:21,Residential Building/House,10014.0,NEW YORK,MANHATTAN,40.73149796643082,-74.00191593122489
89840,2016-06-12 02:33:42,2016-06-12 03:18:06,Residential Building/House,11206.0,BROOKLYN,BROOKLYN,40.71008165691945,-73.94593471147667
36815,2016-03-28 23:06:46,2016-03-29 01:10:40,Residential Building/House,10467.0,BRONX,BRONX,40.87424841138814,-73.87931920044483
99991,2016-06-24 00:20:37,2016-06-24 03:20:48,Residential Building/House,10003.0,NEW YORK,MANHATTAN,40.73019336745115,-73.98595732886616
2996,2016-01-03 23:57:14,2016-01-04 03:16:10,Club/Bar/Restaurant,10472.0,BRONX,BRONX,40.82835693800687,-73.88198241109946
90225,2016-06-12 17:19:27,2016-06-12 18:01:17,Street/Sidewalk,11206.0,BROOKLYN,BROOKLYN,40.699269685760676,-73.93002116431244
30410,2016-03-16 01:21:32,2016-03-16 02:15:50,Residential Building/House,10030.0,NEW YORK,MANHATTAN,40.81809178029352,-73.93852009783281
51480,2016-04-24 16:04:12,2016-04-24 21:35:38,Residential Building/House,10465.0,BRONX,BRONX,40.82589037205816,-73.82448865725026
156670,2016-09-04 22:06:59,2016-09-05 01:23:31,Residential Building/House,11208.0,BROOKLYN,BROOKLYN,40.676573486970966,-73.8702889950231
49459,2016-04-22 23:53:38,2016-04-23 05:36:01,Residential Building/House,10458.0,BRONX,BRONX,40.86969825972811,-73.88803758016827
192387,2016-10-27 20:39:40,2016-10-28 01:32:10,Residential Building/House,10456.0,BRONX,BRONX,40.833094237517365,-73.9091777076508
76162,2016-05-28 21:47:12,2016-05-29 00:48:10,Residential Building/House,11211.0,BROOKLYN,BROOKLYN,40.711290030956334,-73.96123128711481
147181,2016-08-27 00:08:31,2016-08-28 07:56:59,Club/Bar/Restaurant,10456.0,BRONX,BRONX,40.83847689725878,-73.91310234847394
113187,2016-07-06 04:40:38,2016-07-06 14:32:14,Residential Building/House,10457.0,BRONX,BRONX,40.84846555229213,-73.89417821664766
55741,2016-05-01 02:01:46,2016-05-01 05:21:16,Residential Building/House,11226.0,BROOKLYN,BROOKLYN,40.64207394989381,-73.95808256311909
99658,2016-06-23 15:07:09,2016-06-23 22:35:19,Store/Commercial,10033.0,NEW YORK,MANHATTAN,40.847311782294966,-73.93812441856439
191674,2016-10-24 07:25:46,2016-10-24 10:13:46,Store/Commercial,10000.0,NEW YORK,MANHATTAN,40.782295188052814,-73.96512583635275
135396,2016-08-07 01:48:31,2016-08-07 03:03:10,Residential Building/House,11375.0,FOREST HILLS,QUEENS,40.73672169373196,-73.84739540346851
77286,2016-05-29 01:57:07,2016-05-29 02:40:14,Club/Bar/Restaurant,10002.0,NEW YORK,MANHATTAN,40.71873459787113,-73.99221148140744
116122,2016-07-10 03:50:05,2016-07-10 06:29:29,Residential Building/House,10039.0,NEW YORK,MANHATTAN,40.830362260625506,-73.93640207830494
208810,2016-11-26 23:10:40,2016-11-27 00:12:24,Residential Building/House,10032.0,NEW YORK,MANHATTAN,40.84248070998353,-73.93740607664947
17922,2016-02-14 23:17:03,2016-02-15 00:46:57,Residential Building/House,10002.0,NEW YORK,MANHATTAN,40.72042482203688,-73.98633457307703
215387,2016-12-11 01:03:30,2016-12-11 03:18:56,Residential Building/House,10029.0,NEW YORK,MANHATTAN,40.795726905337894,-73.93692996141937
190206,2016-10-22 19:44:31,2016-10-22 20:02:15,Residential Building/House,11412.0,SAINT ALBANS,QUEENS,40.69509615909736,-73.74578511418052
33182,2016-03-21 22:23:50,2016-03-21 22:55:27,Residential Building/House,10039.0,NEW YORK,MANHATTAN,40.82986567425228,-73.93677835612083
83153,2016-06-04 22:09:59,2016-06-05 07:17:28,Residential Building/House,11232.0,BROOKLYN,BROOKLYN,40.66144043505843,-73.99510166482749
201555,2016-11-12 22:51:13,2016-11-13 00:30:16,Residential Building/House,10026.0,NEW YORK,MANHATTAN,40.80023137725932,-73.9553499087954
24374,2016-03-04 14:51:01,2016-03-04 20:07:50,Residential Building/House,10468.0,BRONX,BRONX,40.8722303566294,-73.88958087735644
86508,2016-06-09 23:49:15,2016-06-10 02:01:58,Residential Building/House,10032.0,NEW YORK,MANHATTAN,40.83733785811759,-73.9387733547609
82813,2016-06-04 19:17:15,2016-06-04 23:51:58,Street/Sidewalk,11223.0,BROOKLYN,BROOKLYN,40.602579824548826,-73.9815799145648
184451,2016-10-12 18:58:40,2016-10-12 20:03:28,Street/Sidewalk,10034.0,NEW YORK,MANHATTAN,40.86290731755359,-73.92452004276211
198435,2016-11-05 23:26:18,2016-11-06 01:41:24,Residential Building/House,11218.0,BROOKLYN,BROOKLYN,40.64216031108276,-73.98579568946404
65778,2016-05-15 14:28:06,2016-05-15 15:26:39,Street/Sidewalk,10012.0,NEW YORK,MANHATTAN,40.73045771099081,-74.00145767256406
221253,2016-12-24 14:54:12,2016-12-25 02:45:04,Residential Building/House,10469.0,BRONX,BRONX,40.86383712967771,-73.86163015431876
109036,2016-07-03 02:10:11,2016-07-03 04:03:35,Club/Bar/Restaurant,11203.0,BROOKLYN,BROOKLYN,40.651608439600786,-73.93301188745426
93264,2016-06-17 23:07:46,2016-06-17 23:28:41,Street/Sidewalk,11417.0,OZONE PARK,QUEENS,40.67337136819934,-73.84454819213911
116584,2016-07-10 20:00:07,2016-07-10 20:13:18,Park/Playground,11217.0,BROOKLYN,BROOKLYN,40.68969804641726,-73.97510490193677
30828,2016-03-17 20:07:07,2016-03-18 01:04:25,Residential Building/House,11102.0,ASTORIA,QUEENS,40.77542001461328,-73.92547490569423
107243,2016-07-02 17:02:11,2016-07-02 19:56:22,Residential Building/House,11434.0,JAMAICA,QUEENS,40.67883016082654,-73.7890280361144
118290,2016-07-13 18:13:39,2016-07-13 18:40:27,Store/Commercial,10281.0,NEW YORK,MANHATTAN,40.71449589369315,-74.01560490453926
23297,2016-02-28 17:25:09,2016-02-29 08:04:06,Street/Sidewalk,11224.0,BROOKLYN,BROOKLYN,40.5761275635986,-73.97804504222741
110848,2016-07-04 00:28:30,2016-07-04 02:12:28,Street/Sidewalk,11104.0,SUNNYSIDE,QUEENS,40.74470768485809,-73.91934891390397
101584,2016-06-25 19:10:22,2016-06-25 19:52:54,Park/Playground,10035.0,NEW YORK,MANHATTAN,40.805742709906994,-73.94275414524256
57668,2016-05-06 00:27:36,2016-05-06 03:23:57,Street/Sidewalk,11356.0,COLLEGE POINT,QUEENS,40.79152940706056,-73.84175152958224
163994,2016-09-13 03:12:37,2016-09-13 03:49:03,Residential Building/House,11207.0,BROOKLYN,BROOKLYN,40.662632842714295,-73.89758365327711
136128,2016-08-07 20:15:26,2016-08-07 21:03:25,Street/Sidewalk,10032.0,NEW YORK,MANHATTAN,40.83613463667253,-73.9420775048031
135319,2016-08-07 01:24:47,2016-08-07 04:07:32,Residential Building/House,11224.0,BROOKLYN,BROOKLYN,40.57822267708953,-73.9829221861935
46356,2016-04-17 04:54:28,2016-04-17 18:25:58,Club/Bar/Restaurant,11226.0,BROOKLYN,BROOKLYN,40.65468970961191,-73.96014693808547
38309,2016-04-02 00:32:15,2016-04-02 01:33:38,Residential Building/House,11373.0,ELMHURST,QUEENS,40.74674533309735,-73.88230743544398
220089,2016-12-21 18:43:24,2016-12-21 22:06:33,Residential Building/House,11211.0,BROOKLYN,BROOKLYN,40.715998251516034,-73.95623602032444
29531,2016-03-13 06:35:08,2016-03-13 19:26:52,Residential Building/House,10031.0,NEW YORK,MANHATTAN,40.82163561830337,-73.9508047891312
16343,2016-02-12 00:50:45,2016-02-12 03:50:39,Store/Commercial,11211.0,BROOKLYN,BROOKLYN,40.711011497957074,-73.95063394136773
225278,2016-12-31 22:18:58,2017-01-01 01:53:23,Residential Building/House,10029.0,NEW YORK,MANHATTAN,40.791359029364145,-73.94018436098989
7209,2016-01-16 23:15:04,2016-01-17 02:42:42,Residential Building/House,11377.0,WOODSIDE,QUEENS,40.74051154372676,-73.92018759060326
219516,2016-12-19 12:07:13,2016-12-19 19:14:16,Street/Sidewalk,11217.0,BROOKLYN,BROOKLYN,40.67514433851286,-73.97114832075759
155515,2016-09-04 02:05:28,2016-09-04 05:45:23,Street/Sidewalk,10032.0,NEW YORK,MANHATTAN,40.84247417327454,-73.93550502579275
99401,2016-06-22 22:19:48,2016-06-23 03:14:50,Residential Building/House,11213.0,BROOKLYN,BROOKLYN,40.67713621541512,-73.94042020240656
7107,2016-01-16 22:12:35,2016-01-17 12:33:28,Residential Building/House,10466.0,BRONX,BRONX,40.89187241649303,-73.86016845296459
139758,2016-08-14 01:13:22,2016-08-14 06:05:26,Residential Building/House,10459.0,BRONX,BRONX,40.82864827097004,-73.89073723021419
19797,2016-02-20 20:28:28,2016-02-20 23:02:28,Residential Building/House,10032.0,NEW YORK,MANHATTAN,40.84309324512407,-73.93826929658306
188309,2016-10-18 00:04:21,2016-10-18 01:47:35,Street/Sidewalk,11216.0,BROOKLYN,BROOKLYN,40.6733469628349,-73.94878360908234
151895,2016-09-01 20:31:22,2016-09-02 00:17:59,Residential Building/House,11432.0,JAMAICA,QUEENS,40.72093658949013,-73.80229696156118
221487,2016-12-24 21:55:18,2016-12-24 23:01:05,Residential Building/House,11101.0,LONG ISLAND CITY,QUEENS,40.75771959875749,-73.9459032641983
69094,2016-05-21 01:15:20,2016-05-21 06:08:34,Residential Building/House,11433.0,JAMAICA,QUEENS,40.696832655569075,-73.77853085498637
160891,2016-09-10 12:30:47,2016-09-10 14:46:43,Street/Sidewalk,11226.0,BROOKLYN,BROOKLYN,40.65391056381976,-73.95380443229466
179398,2016-10-03 16:29:22,2016-10-03 17:39:36,Residential Building/House,11233.0,BROOKLYN,BROOKLYN,40.676913274363216,-73.90993118389518
155387,2016-09-04 01:30:21,2016-09-04 05:41:00,Club/Bar/Restaurant,11237.0,BROOKLYN,BROOKLYN,40.704254134811826,-73.9299437983035
133447,2016-08-06 00:04:42,,Street/Sidewalk,,,Unspecified,,
85394,2016-06-07 11:51:22,2016-06-07 14:09:29,Street/Sidewalk,10016.0,NEW YORK,MANHATTAN,40.74112935645106,-73.9750207283191
187521,2016-10-16 16:44:44,2016-10-16 18:41:50,Club/Bar/Restaurant,11238.0,BROOKLYN,BROOKLYN,40.6827204207205,-73.96329222525986
215426,2016-12-11 01:21:33,2016-12-11 03:35:25,Residential Building/House,11421.0,WOODHAVEN,QUEENS,40.68974969886083,-73.85525920457296
41554,2016-04-09 00:56:03,2016-04-09 12:27:55,Residential Building/House,11232.0,BROOKLYN,BROOKLYN,40.6508264279165,-74.00316052724237
103374,2016-06-26 01:50:16,2016-06-26 03:15:29,Residential Building/House,11237.0,BROOKLYN,BROOKLYN,40.69396799279382,-73.9082853874488
183657,2016-10-10 13:29:32,2016-10-10 13:33:12,Street/Sidewalk,10001.0,NEW YORK,MANHATTAN,40.75054862642807,-73.98754108101309
171658,2016-09-23 20:36:12,2016-09-23 21:44:01,Street/Sidewalk,11206.0,BROOKLYN,BROOKLYN,40.69595014668328,-73.93763019595954
153340,2016-09-03 02:24:59,2016-09-03 16:17:07,Street/Sidewalk,10033.0,NEW YORK,MANHATTAN,40.850120520627286,-73.93009741074026
104805,2016-06-27 01:57:39,2016-06-27 03:19:08,Street/Sidewalk,10035.0,NEW YORK,MANHATTAN,40.79792211356913,-73.93588769529227
219270,2016-12-18 20:19:48,2016-12-19 01:12:01,Residential Building/House,10456.0,BRONX,BRONX,40.83200342611729,-73.91485256265439
34761,2016-03-25 23:13:24,2016-03-26 02:31:12,Residential Building/House,10033.0,NEW YORK,MANHATTAN,40.85110265547368,-73.9389414166606
97684,2016-06-19 22:19:04,2016-06-19 22:57:56,Street/Sidewalk,11203.0,BROOKLYN,BROOKLYN,40.65971755354082,-73.94533757368478
201848,2016-11-13 00:39:42,2016-11-15 02:11:59,Residential Building/House,11433.0,JAMAICA,QUEENS,40.70794709946652,-73.78330552407894
139253,2016-08-13 22:41:20,2016-08-14 00:08:26,Residential Building/House,10302.0,STATEN ISLAND,STATEN ISLAND,40.639623837111046,-74.1339558049859
194841,2016-10-30 01:36:31,2016-10-30 06:10:29,Residential Building/House,10009.0,NEW YORK,MANHATTAN,40.72457502800915,-73.98749182006608
125429,2016-07-23 22:23:56,2016-07-24 10:29:19,Residential Building/House,11385.0,RIDGEWOOD,QUEENS,40.70529543210654,-73.89822863697427
175940,2016-09-28 19:51:32,2016-09-29 01:04:11,Club/Bar/Restaurant,11415.0,KEW GARDENS,QUEENS,40.709636746014425,-73.83002487902884
196947,2016-11-03 20:57:00,2016-11-03 21:38:29,Residential Building/House,11204.0,BROOKLYN,BROOKLYN,40.61882766370107,-73.99583961344504
175753,2016-09-27 22:50:17,2016-09-28 03:13:57,Street/Sidewalk,10034.0,NEW YORK,MANHATTAN,40.86675257486576,-73.92873496278888
145683,2016-08-23 21:20:50,2016-08-23 21:53:51,Street/Sidewalk,11216.0,BROOKLYN,BROOKLYN,40.684098569128416,-73.94952170899909
172964,2016-09-24 21:57:48,2016-09-25 01:40:06,Store/Commercial,11221.0,BROOKLYN,BROOKLYN,40.69746414186857,-73.9308705437122
110253,2016-07-03 22:34:49,2016-07-03 22:48:19,Residential Building/House,11221.0,BROOKLYN,BROOKLYN,40.68909052971661,-73.91544612999239
59032,2016-05-07 21:49:48,2016-05-07 22:23:20,Street/Sidewalk,10451.0,BRONX,BRONX,40.82543701491464,-73.9252093189248
120921,2016-07-17 00:14:51,2016-07-17 00:59:07,Residential Building/House,11361.0,BAYSIDE,QUEENS,40.76961090042956,-73.76918021288844
176853,2016-10-01 00:55:30,2016-10-01 02:46:46,Residential Building/House,10034.0,NEW YORK,MANHATTAN,40.86804881840522,-73.92143012792522
214692,2016-12-10 14:21:19,2016-12-11 20:05:21,Residential Building/House,10034.0,NEW YORK,MANHATTAN,40.862974825408074,-73.92284247094732
11945,2016-01-30 23:50:08,2016-01-31 02:00:27,Residential Building/House,10012.0,NEW YORK,MANHATTAN,40.72939000611557,-74.00098860367116
28320,2016-03-12 03:40:13,2016-03-12 06:17:39,Residential Building/House,10009.0,NEW YORK,MANHATTAN,40.72260671143944,-73.98479004060968
54958,2016-04-30 22:37:23,2016-04-30 23:08:23,Residential Building/House,10031.0,NEW YORK,MANHATTAN,40.82156143682672,-73.95063141802162
223181,2016-12-27 02:37:15,2016-12-27 05:16:01,Residential Building/House,10471.0,BRONX,BRONX,40.89577833013593,-73.89690251115995
10155,2016-01-25 23:26:39,2016-01-26 07:22:33,Residential Building/House,10458.0,BRONX,BRONX,40.866052426749675,-73.8928992814297
42286,2016-04-10 00:08:10,2016-04-10 21:33:23,Residential Building/House,10453.0,BRONX,BRONX,40.84621085333982,-73.9122645521403
117611,2016-07-11 22:07:54,2016-07-11 23:33:23,Residential Building/House,10462.0,BRONX,BRONX,40.85589943998398,-73.86866682274923
29222,2016-03-13 01:11:15,2016-03-13 04:58:48,Street/Sidewalk,10031.0,NEW YORK,MANHATTAN,40.83097974232804,-73.94711567064502
183856,2016-10-10 22:32:38,2016-10-11 08:12:30,Residential Building/House,11223.0,BROOKLYN,BROOKLYN,40.60864271788047,-73.96754673187344
7431,2016-01-17 00:52:52,2016-01-17 05:13:02,Residential Building/House,11216.0,BROOKLYN,BROOKLYN,40.67839149857465,-73.9479793618996
5704,2016-01-12 01:53:31,2016-01-12 02:11:32,Residential Building/House,10034.0,NEW YORK,MANHATTAN,40.86655664633179,-73.92282746859894
204981,2016-11-19 22:26:33,2016-11-20 00:00:46,Street/Sidewalk,10032.0,NEW YORK,MANHATTAN,40.836803310087326,-73.94558598899529
168802,2016-09-18 19:43:00,2016-09-18 21:25:53,Store/Commercial,11213.0,BROOKLYN,BROOKLYN,40.66850624676251,-73.9256051783988
129408,2016-07-30 19:34:29,2016-07-30 21:52:11,Street/Sidewalk,10031.0,NEW YORK,MANHATTAN,40.82416166479311,-73.95297805704422
28902,2016-03-12 23:09:44,2016-03-13 07:09:57,Residential Building/House,10032.0,NEW YORK,MANHATTAN,40.83320528788003,-73.94062013107309
168982,2016-09-18 22:06:41,2016-09-18 23:29:05,Residential Building/House,11249.0,BROOKLYN,BROOKLYN,40.72183379363226,-73.95671921890711
185386,2016-10-14 22:50:37,2016-10-14 23:48:47,Store/Commercial,10031.0,NEW YORK,MANHATTAN,40.830409033543326,-73.9475352927112
153303,2016-09-03 02:17:05,2016-09-03 17:05:24,Street/Sidewalk,10033.0,NEW YORK,MANHATTAN,40.850120520627286,-73.93009741074026
39350,2016-04-03 00:25:41,2016-04-03 01:43:50,Store/Commercial,11221.0,BROOKLYN,BROOKLYN,40.696944648993615,-73.92530658005167
120240,2016-07-16 21:46:34,2016-07-17 08:01:32,Residential Building/House,11232.0,BROOKLYN,BROOKLYN,40.6588137721624,-73.99826997181479
87441,2016-06-10 23:48:37,2016-06-11 03:23:31,Residential Building/House,10009.0,NEW YORK,MANHATTAN,40.72641363440267,-73.98437426535594
160724,2016-09-10 01:41:49,2016-09-10 07:37:33,Club/Bar/Restaurant,10017.0,NEW YORK,MANHATTAN,40.75405004206811,-73.96852622070752
180230,2016-10-05 22:40:03,2016-10-06 00:27:47,Club/Bar/Restaurant,11237.0,BROOKLYN,BROOKLYN,40.70277711007218,-73.92938632693719
72434,2016-05-23 23:09:03,2016-05-23 23:12:32,Store/Commercial,10009.0,NEW YORK,MANHATTAN,40.72344701612075,-73.98828573037261
25267,2016-03-05 23:15:41,2016-03-06 01:59:09,Club/Bar/Restaurant,11358.0,FLUSHING,QUEENS,40.76808008379468,-73.79115328133537
4461,2016-01-09 14:29:56,2016-01-09 15:10:30,Store/Commercial,11209.0,BROOKLYN,BROOKLYN,40.63049052684122,-74.02431819672125
199284,2016-11-07 02:09:40,2016-11-07 08:01:17,Residential Building/House,10028.0,NEW YORK,MANHATTAN,40.776378407535546,-73.95224274311212
100579,2016-06-24 22:57:59,2016-06-25 00:04:47,Residential Building/House,11412.0,SAINT ALBANS,QUEENS,40.69345750321109,-73.74827236789731
222471,2016-12-25 11:41:38,2016-12-26 06:30:33,Residential Building/House,10033.0,NEW YORK,MANHATTAN,40.84897766372195,-73.9329360180768
105160,2016-06-28 16:44:14,2016-06-28 23:02:28,Residential Building/House,11236.0,BROOKLYN,BROOKLYN,40.63749302627683,-73.90032814743712
80512,2016-06-01 00:26:51,2016-06-01 01:39:04,Street/Sidewalk,11226.0,BROOKLYN,BROOKLYN,40.64670824607974,-73.95378779749592
74128,2016-05-26 22:05:23,2016-05-29 16:42:05,Street/Sidewalk,10457.0,BRONX,BRONX,40.843687475167975,-73.90748262151989
82206,2016-06-04 00:46:07,2016-06-04 03:34:57,Residential Building/House,11208.0,BROOKLYN,BROOKLYN,40.6683092015993,-73.85883837978089
12563,2016-01-31 19:18:50,2016-01-31 20:48:47,Residential Building/House,10032.0,NEW YORK,MANHATTAN,40.83264128877624,-73.9434284346743
64892,2016-05-14 23:29:14,2016-05-15 01:03:29,Residential Building/House,11222.0,BROOKLYN,BROOKLYN,40.73332151143353,-73.95921588689447
214771,2016-12-10 17:37:22,,Residential Building/House,10033.0,NEW YORK,MANHATTAN,40.85033046041675,-73.92781998963336
53452,2016-04-28 23:30:48,2016-04-28 23:54:20,Residential Building/House,10026.0,NEW YORK,MANHATTAN,40.802485672369755,-73.95075753809273
36896,2016-03-29 12:46:44,2016-03-29 12:59:23,Residential Building/House,11219.0,BROOKLYN,BROOKLYN,40.64345648242447,-73.99250133324755
163308,2016-09-11 23:05:51,2016-09-12 12:55:33,Street/Sidewalk,10466.0,BRONX,BRONX,40.90040482006214,-73.8465565722632
111811,2016-07-04 18:44:20,,Street/Sidewalk,,,Unspecified,,
17567,2016-02-14 02:49:58,2016-02-14 06:54:32,Residential Building/House,11368.0,CORONA,QUEENS,40.754686947532456,-73.85881775751422
171893,2016-09-23 23:02:49,2016-09-23 23:15:19,Residential Building/House,11211.0,BROOKLYN,BROOKLYN,40.71810392738168,-73.9574214828258
82893,2016-06-04 20:24:33,2016-06-04 23:31:25,Residential Building/House,11385.0,RIDGEWOOD,QUEENS,40.70260414436041,-73.88506145818916
81624,2016-06-03 19:52:16,2016-06-04 02:18:06,Residential Building/House,11211.0,BROOKLYN,BROOKLYN,40.70926983334067,-73.95366507264255
190514,2016-10-22 23:27:25,2016-10-23 02:14:49,Residential Building/House,10003.0,NEW YORK,MANHATTAN,40.73090170200595,-73.98759165998784
9270,2016-01-23 00:48:52,2016-01-24 03:51:20,Residential Building/House,11226.0,BROOKLYN,BROOKLYN,40.65178373013803,-73.96235783154481
96803,2016-06-19 13:28:39,2016-06-19 23:50:57,Street/Sidewalk,10453.0,BRONX,BRONX,40.85010775813495,-73.91897893920421
147626,2016-08-27 13:18:46,2016-08-27 14:29:18,Street/Sidewalk,10031.0,NEW YORK,MANHATTAN,40.82848305101374,-73.949339906184
74712,2016-05-27 20:49:57,2016-05-27 23:08:35,Residential Building/House,11216.0,BROOKLYN,BROOKLYN,40.68413952135013,-73.94902410591197
189906,2016-10-22 01:47:07,2016-10-22 02:51:26,Residential Building/House,11366.0,FRESH MEADOWS,QUEENS,40.72924021468018,-73.78729533397711
126568,2016-07-24 03:50:15,2016-07-24 05:42:18,Residential Building/House,10040.0,NEW YORK,MANHATTAN,40.853757634961106,-73.93072979130378
137130,2016-08-09 19:30:36,2016-08-09 21:05:41,Street/Sidewalk,10027.0,NEW YORK,MANHATTAN,40.81444200034695,-73.95149289826864
197025,2016-11-03 22:48:12,2016-11-03 22:54:49,Residential Building/House,10466.0,BRONX,BRONX,40.886168864414884,-73.84505239404827
15478,2016-02-07 23:16:13,2016-02-08 05:14:55,Residential Building/House,10030.0,NEW YORK,MANHATTAN,40.820746211868745,-73.9390632079722
156511,2016-09-04 21:20:16,2016-09-04 22:52:32,Street/Sidewalk,11238.0,BROOKLYN,BROOKLYN,40.67153627368153,-73.95765669143151
223009,2016-12-26 20:51:47,2016-12-26 23:19:32,Street/Sidewalk,11221.0,BROOKLYN,BROOKLYN,40.699227598937625,-73.92424013089195
151299,2016-08-30 20:38:23,2016-08-31 01:26:40,Street/Sidewalk,10467.0,BRONX,BRONX,40.86790982269396,-73.86828877723782
162660,2016-09-11 08:40:54,2016-09-11 09:48:32,Residential Building/House,10469.0,BRONX,BRONX,40.86811496044718,-73.85185558679059
137872,2016-08-11 23:51:49,2016-08-17 17:47:09,Street/Sidewalk,10456.0,BRONX,BRONX,40.83526701753397,-73.91502546138153
191742,2016-10-24 19:07:02,2016-10-24 22:21:25,Residential Building/House,11691.0,FAR ROCKAWAY,QUEENS,40.59582617868973,-73.77247078508053
145866,2016-08-24 00:35:30,2016-08-24 06:01:32,Residential Building/House,10301.0,STATEN ISLAND,STATEN ISLAND,40.64390243266814,-74.08186971257727
150034,2016-08-28 20:35:30,2016-08-28 21:36:35,Club/Bar/Restaurant,11203.0,BROOKLYN,BROOKLYN,40.65111064587653,-73.9313366154708
3629,2016-01-07 01:56:55,2016-01-07 02:18:29,Residential Building/House,10457.0,BRONX,BRONX,40.842754611993364,-73.89505109358802
102896,2016-06-26 00:16:14,2016-06-26 03:18:46,Store/Commercial,11216.0,BROOKLYN,BROOKLYN,40.682108779801695,-73.94991260756814
68309,2016-05-20 21:32:28,2016-05-21 00:30:58,Residential Building/House,10452.0,BRONX,BRONX,40.842812740429146,-73.91956970956973
22396,2016-02-27 14:47:23,2016-02-27 14:55:25,Residential Building/House,11104.0,SUNNYSIDE,QUEENS,40.74247650130327,-73.91977744764111
83519,2016-06-04 23:31:12,2016-06-05 18:10:22,Street/Sidewalk,11226.0,BROOKLYN,BROOKLYN,40.645667247651204,-73.959121721701
23731,2016-03-01 03:09:17,2016-03-01 05:45:02,Residential Building/House,11211.0,BROOKLYN,BROOKLYN,40.71077554615295,-73.95777965346514
158586,2016-09-05 22:41:25,2016-09-06 22:42:57,Street/Sidewalk,10040.0,NEW YORK,MANHATTAN,40.85546376854733,-73.92896756642051
188575,2016-10-18 23:04:50,2016-10-19 05:38:10,Residential Building/House,11385.0,RIDGEWOOD,QUEENS,40.711111075045984,-73.91824252084345
