,id,original_title,original_language,release_date,popularity,vote_average,vote_count,media_type,adult
4170,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
4171,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
4172,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
4173,158876,,Chinese,,58.304,8.4,9,tv,False
4174,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
4175,117465,,Japanese,,62.392,10.0,4,tv,False
4176,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
4177,208891,,Japanese,,59.825,8.667,3,tv,False
4178,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
4179,82856,,English,,1108.646,8.488,8697,tv,False
4180,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
4181,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
4182,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
4183,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
4184,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
4185,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
4186,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
4187,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
4188,95558,,English,,64.625,8.0,8,tv,False
4189,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
4190,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
4191,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
4192,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
4193,158876,,Chinese,,58.304,8.4,9,tv,False
4194,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
4195,117465,,Japanese,,62.392,10.0,4,tv,False
4196,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
4197,208891,,Japanese,,59.825,8.667,3,tv,False
4198,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
4199,82856,,English,,1108.646,8.488,8697,tv,False
4200,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
4201,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
4202,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
4203,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
4204,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
4205,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
4206,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
4207,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
4208,95558,,English,,64.625,8.0,8,tv,False
4209,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
4210,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
4211,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
4212,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
4213,158876,,Chinese,,58.304,8.4,9,tv,False
4214,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
4215,117465,,Japanese,,62.392,10.0,4,tv,False
4216,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
4217,208891,,Japanese,,59.825,8.667,3,tv,False
4218,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
4219,82856,,English,,1108.646,8.488,8697,tv,False
4220,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
4221,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
4222,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
4223,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
4224,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
4225,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
4226,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
4227,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
4228,95558,,English,,64.625,8.0,8,tv,False
4229,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
4230,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
4231,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
4232,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
4233,158876,,Chinese,,58.304,8.4,9,tv,False
4234,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
4235,117465,,Japanese,,62.392,10.0,4,tv,False
4236,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
4237,208891,,Japanese,,59.825,8.667,3,tv,False
4238,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
4239,82856,,English,,1108.646,8.488,8697,tv,False
4240,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
4241,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
4242,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
4243,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
4244,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
4245,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
4246,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
4247,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
4248,95558,,English,,64.625,8.0,8,tv,False
4249,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
4250,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
4251,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
4252,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
4253,158876,,Chinese,,58.304,8.4,9,tv,False
4254,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
4255,117465,,Japanese,,62.392,10.0,4,tv,False
4256,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
4257,208891,,Japanese,,59.825,8.667,3,tv,False
4258,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
4259,82856,,English,,1108.646,8.488,8697,tv,False
4260,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
4261,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
4262,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
4263,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
4264,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
4265,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
4266,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
4267,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
4268,95558,,English,,64.625,8.0,8,tv,False
4269,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
4270,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
4271,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
4272,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
4273,158876,,Chinese,,58.304,8.4,9,tv,False
4274,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
4275,117465,,Japanese,,62.392,10.0,4,tv,False
4276,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
4277,208891,,Japanese,,59.825,8.667,3,tv,False
4278,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
4279,82856,,English,,1108.646,8.488,8697,tv,False
4280,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
4281,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
4282,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
4283,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
4284,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
4285,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
4286,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
4287,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
4288,95558,,English,,64.625,8.0,8,tv,False
4289,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
4290,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
4291,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
4292,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
4293,158876,,Chinese,,58.304,8.4,9,tv,False
4294,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
4295,117465,,Japanese,,62.392,10.0,4,tv,False
4296,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
4297,208891,,Japanese,,59.825,8.667,3,tv,False
4298,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
4299,82856,,English,,1108.646,8.488,8697,tv,False
4300,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
4301,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
4302,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
4303,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
4304,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
4305,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
4306,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
4307,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
4308,95558,,English,,64.625,8.0,8,tv,False
4309,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
4310,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
4311,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
4312,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
4313,158876,,Chinese,,58.304,8.4,9,tv,False
4314,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
4315,117465,,Japanese,,62.392,10.0,4,tv,False
4316,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
4317,208891,,Japanese,,59.825,8.667,3,tv,False
4318,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
4319,82856,,English,,1108.646,8.488,8697,tv,False
4320,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
4321,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
4322,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
4323,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
4324,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
4325,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
4326,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
4327,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
4328,95558,,English,,64.625,8.0,8,tv,False
4329,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
4330,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
4331,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
4332,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
4333,158876,,Chinese,,58.304,8.4,9,tv,False
4334,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
4335,117465,,Japanese,,62.392,10.0,4,tv,False
4336,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
4337,208891,,Japanese,,59.825,8.667,3,tv,False
4338,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
4339,82856,,English,,1108.646,8.488,8697,tv,False
4340,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
4341,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
4342,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
4343,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
4344,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
4345,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
4346,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
4347,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
4348,95558,,English,,64.625,8.0,8,tv,False
4349,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
4350,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
4351,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
4352,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
4353,158876,,Chinese,,58.304,8.4,9,tv,False
4354,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
4355,117465,,Japanese,,62.392,10.0,4,tv,False
4356,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
4357,208891,,Japanese,,59.825,8.667,3,tv,False
4358,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
4359,82856,,English,,1108.646,8.488,8697,tv,False
4360,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
4361,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
4362,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
4363,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
4364,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
4365,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
4366,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
4367,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
4368,95558,,English,,64.625,8.0,8,tv,False
4369,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
4370,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
4371,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
4372,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
4373,158876,,Chinese,,58.304,8.4,9,tv,False
4374,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
4375,117465,,Japanese,,62.392,10.0,4,tv,False
4376,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
4377,208891,,Japanese,,59.825,8.667,3,tv,False
4378,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
4379,82856,,English,,1108.646,8.488,8697,tv,False
4380,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
4381,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
4382,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
4383,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
4384,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
4385,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
4386,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
4387,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
4388,95558,,English,,64.625,8.0,8,tv,False
4389,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
4390,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
4391,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
4392,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
4393,158876,,Chinese,,58.304,8.4,9,tv,False
4394,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
4395,117465,,Japanese,,62.392,10.0,4,tv,False
4396,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
4397,208891,,Japanese,,59.825,8.667,3,tv,False
4398,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
4399,82856,,English,,1108.646,8.488,8697,tv,False
4400,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
4401,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
4402,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
4403,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
4404,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
4405,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
4406,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
4407,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
4408,95558,,English,,64.625,8.0,8,tv,False
4409,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
4410,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
4411,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
4412,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
4413,158876,,Chinese,,58.304,8.4,9,tv,False
4414,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
4415,117465,,Japanese,,62.392,10.0,4,tv,False
4416,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
4417,208891,,Japanese,,59.825,8.667,3,tv,False
4418,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
4419,82856,,English,,1108.646,8.488,8697,tv,False
4420,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
4421,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
4422,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
4423,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
4424,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
4425,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
4426,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
4427,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
4428,95558,,English,,64.625,8.0,8,tv,False
4429,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
4430,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
4431,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
4432,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
4433,158876,,Chinese,,58.304,8.4,9,tv,False
4434,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
4435,117465,,Japanese,,62.392,10.0,4,tv,False
4436,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
4437,208891,,Japanese,,59.825,8.667,3,tv,False
4438,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
4439,82856,,English,,1108.646,8.488,8697,tv,False
4440,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
4441,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
4442,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
4443,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
4444,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
4445,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
4446,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
4447,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
4448,95558,,English,,64.625,8.0,8,tv,False
4449,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
4450,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
4451,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
4452,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
4453,158876,,Chinese,,58.304,8.4,9,tv,False
4454,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
4455,117465,,Japanese,,62.392,10.0,4,tv,False
4456,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
4457,208891,,Japanese,,59.825,8.667,3,tv,False
4458,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
4459,82856,,English,,1108.646,8.488,8697,tv,False
4460,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
4461,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
4462,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
4463,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
4464,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
4465,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
4466,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
4467,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
4468,95558,,English,,64.625,8.0,8,tv,False
4469,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
4470,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
4471,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
4472,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
4473,158876,,Chinese,,58.304,8.4,9,tv,False
4474,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
4475,117465,,Japanese,,62.392,10.0,4,tv,False
4476,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
4477,208891,,Japanese,,59.825,8.667,3,tv,False
4478,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
4479,82856,,English,,1108.646,8.488,8697,tv,False
4480,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
4481,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
4482,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
4483,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
4484,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
4485,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
4486,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
4487,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
4488,95558,,English,,64.625,8.0,8,tv,False
4489,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
4490,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
4491,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
4492,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
4493,158876,,Chinese,,58.304,8.4,9,tv,False
4494,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
4495,117465,,Japanese,,62.392,10.0,4,tv,False
4496,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
4497,208891,,Japanese,,59.825,8.667,3,tv,False
4498,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
4499,82856,,English,,1108.646,8.488,8697,tv,False
4500,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
4501,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
4502,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
4503,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
4504,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
4505,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
4506,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
4507,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
4508,95558,,English,,64.625,8.0,8,tv,False
4509,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
4510,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
4511,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
4512,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
4513,158876,,Chinese,,58.304,8.4,9,tv,False
4514,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
4515,117465,,Japanese,,62.392,10.0,4,tv,False
4516,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
4517,208891,,Japanese,,59.825,8.667,3,tv,False
4518,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
4519,82856,,English,,1108.646,8.488,8697,tv,False
4520,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
4521,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
4522,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
4523,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
4524,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
4525,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
4526,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
4527,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
4528,95558,,English,,64.625,8.0,8,tv,False
4529,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
4530,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
4531,1049638,Rye Lane,English,2023-03-17,30.374,7.778,18,movie,False
4532,739405,Operation Fortune: Ruse de Guerre,English,2023-01-04,184.229,6.721,297,movie,False
4533,158876,,Chinese,,58.304,8.4,9,tv,False
4534,921355,Assassin,English,2023-03-31,80.805,4.8,11,movie,False
4535,117465,,Japanese,,62.392,10.0,4,tv,False
4536,933419,Champions,English,2023-03-09,104.315,6.512,43,movie,False
4537,208891,,Japanese,,59.825,8.667,3,tv,False
4538,878375,On a Wing and a Prayer,English,2023-04-06,53.714,8.0,4,movie,False
4539,82856,,English,,1108.646,8.488,8697,tv,False
4540,638974,Murder Mystery 2,English,2023-03-26,235.901,6.8,187,movie,False
4541,677179,Creed III,English,2023-03-01,1537.879,7.2,561,movie,False
4542,726759,Tetris,English,2023-03-15,66.661,7.7,100,movie,False
4543,76600,Avatar: The Way of Water,English,2022-12-14,10224.28,7.742,6335,movie,False
4544,849869,길복순,Korean,2023-02-17,33.985,6.9,39,movie,False
4545,603692,John Wick: Chapter 4,English,2023-03-22,2569.508,8.161,635,movie,False
4546,493529,Dungeons & Dragons: Honor Among Thieves,English,2023-03-23,702.523,7.598,128,movie,False
4547,932430,Prom Pact,English,2023-03-30,85.403,8.0,10,movie,False
4548,95558,,English,,64.625,8.0,8,tv,False
4549,816904,Momias,Spain,2023-01-05,1224.45,7.008,64,movie,False
4550,514999,Murder Mystery,English,2019-05-25,197.421,6.252,3642,movie,False
