VEHICLE_ID,POLICYHOLDER_ID,BODY_STYLE_CODE,YEAR
1369,1798,20,1971
1370,5732,20,1992
1371,1266,3,1981
1372,8969,30,1990
1373,5805,20,2022
1374,4054,30,1978
1375,1893,20,1985
1376,129,20,1982
1377,1284,30,1990
1378,7635,20,1994
1379,7119,19,2013
1380,614,19,2010
1381,5011,20,1979
1382,5499,3,2022
1383,7400,3,2005
1384,7819,30,1987
1385,9017,19,1981
1386,5408,19,2011
1387,8849,30,2012
1388,4243,3,2009
1389,8169,3,2012
1390,5146,20,1970
1391,8068,20,1986
1392,5787,20,1983
1393,5984,20,1973
1394,2628,20,2002
1395,4069,3,1995
1396,3020,20,1987
1397,8263,20,1988
1398,1300,30,1974
1399,9377,30,1979
1400,5394,19,2008
1401,2478,19,1991
1402,8655,9,2004
1403,3257,20,2011
1404,4762,30,2015
1405,7720,30,2018
1406,2175,20,1990
1407,7868,20,1980
1408,7697,20,2001
1409,3708,19,2006
1410,7718,3,2023
1411,1842,20,1983
1412,9418,19,2012
1413,4184,3,1973
1414,9545,20,2008
1415,4818,19,1988
1416,2258,19,2021
1417,3140,19,2001
1418,7962,9,1978
1419,1302,30,2007
1420,1663,19,1978
1421,9583,30,1996
1422,8882,3,1972
1423,7690,19,1978
1424,7023,30,1989
1425,2025,20,1989
1426,2839,19,2013
1427,5728,20,2006
1428,1927,19,2020
1429,2773,3,2015
1430,2588,3,1995
1431,9631,9,1975
1432,5597,19,1971
1433,5022,20,2013
1434,7296,9,2006
1435,1190,19,2004
1436,7754,20,1999
1437,4722,30,1978
1438,4367,30,1988
1439,8693,19,1977
1440,3802,30,2021
1441,1449,19,1981
1442,1872,30,2015
1443,5721,3,2004
1444,9787,19,1991
1445,2226,20,2007
1446,2150,20,1974
1447,5749,20,2022
1448,2519,30,1985
1449,3058,30,2002
1450,2326,30,2005
1451,428,20,1980
1452,3451,20,1991
1453,9799,20,1988
1454,7449,30,2006
1455,1833,20,2010
1456,8652,20,2010
1457,1488,30,1999
1458,4840,20,1989
1459,6397,19,1994
1460,9460,3,2023
1461,4369,20,1986
1462,3936,3,1989
1463,1336,19,2006
1464,3831,20,2014
1465,7184,19,1987
1466,9362,20,1998
1467,4259,19,2022
1468,5439,20,2010
1469,8641,19,1975
1470,846,3,2000
1471,6721,19,2021
1472,9733,20,2007
1473,5777,30,2016
1474,3200,20,1978
1475,8595,20,1974
1476,4736,20,2022
1477,5336,20,1979
1478,9511,19,1979
1479,757,20,1982
1480,6206,19,2011
1481,643,20,2006
1482,3237,30,1987
1483,2168,30,1980
1484,7728,19,1996
1485,8494,19,1977
1486,2861,19,1981
1487,9015,20,1990
1488,3542,3,1985
1489,8351,3,2002
1490,8537,20,2021
1491,2808,3,1973
1492,5078,30,2000
1493,3480,20,2010
1494,5728,3,1984
1495,1558,20,1988
1496,2233,19,2007
1497,123,19,2006
1498,779,19,1983
1499,5831,19,1983
1500,8672,20,1972
1501,9719,19,1971
1502,451,20,1992
1503,9308,30,1990
1504,5633,30,1999
1505,6013,19,2014
1506,276,3,1999
1507,4257,9,2010
1508,7803,30,2007
1509,8966,20,1970
1510,5271,20,2008
1511,7630,20,1987
1512,3583,19,1998
1513,4489,3,2016
1514,1609,19,2015
1515,8081,20,1976
1516,2404,20,1992
1517,2514,9,2018
1518,96,20,2014
1519,3317,20,1987
1520,1231,20,2012
1521,3106,20,2002
1522,6107,3,2011
1523,7074,3,2002
1524,9623,20,1983
1525,1234,3,2002
1526,1899,19,1994
1527,6327,20,2020
1528,4970,30,2011
1529,2058,3,1988
1530,9168,30,1981
1531,7539,20,1976
1532,3840,19,1989
1533,9246,9,2020
1534,6464,19,1973
1535,4697,3,1987
1536,5595,20,2018
1537,596,20,2018
1538,9433,3,1996
1539,75,19,2003
1540,7682,20,2008
1541,2317,19,1990
1542,9812,20,2013
1543,7696,3,2017
1544,5552,20,2014
1545,242,3,2017
1546,8041,30,1974
1547,2112,9,1984
1548,6212,20,1973
1549,2436,30,1987
1550,1085,30,1991
1551,1513,20,1991
1552,2761,20,2006
1553,7209,20,2018
1554,1352,30,1983
1555,2826,19,1971
1556,6151,19,1999
1557,1142,19,2013
1558,3145,19,1973
1559,7898,3,2022
1560,455,20,2005
1561,9387,19,2006
1562,5910,20,2021
1563,7461,30,2020
1564,8242,30,2016
1565,7806,3,1982
1566,2498,3,2012
1567,1676,30,1985
1568,9793,20,2006
1569,9960,3,1971
1570,6181,3,2005
1571,566,20,1971
1572,693,19,2005
1573,9087,19,2000
1574,5725,3,2013
1575,713,20,1992
1576,6168,3,1984
1577,5693,20,1986
1578,5958,19,2003
1579,6561,19,1973
1580,6053,19,1995
1581,2220,20,1993
1582,594,19,1977
1583,3032,20,2001
1584,4187,20,1989
1585,8397,20,1973
1586,9741,19,2019
1587,4474,30,1998
1588,2527,9,2011
1589,9605,3,1989
1590,7892,19,1979
1591,9747,19,2003
1592,7633,20,1978
1593,2426,3,1986
1594,5000,20,1983
1595,558,19,2023
1596,8017,19,1985
1597,3411,20,1977
1598,9766,20,1972
1599,3579,20,2008
1600,1845,3,2021
1601,8091,19,1978
1602,9214,30,2007
1603,7638,19,2022
1604,3024,30,2013
1605,8709,19,1976
1606,436,20,1994
1607,3631,30,1989
1608,4670,30,2002
1609,7267,3,1992
1610,9377,30,2017
1611,276,30,1977
1612,298,20,1976
1613,1363,30,1972
1614,1009,9,1996
1615,9717,20,1992
1616,9273,30,1997
1617,2257,20,2020
1618,3332,19,2006
1619,6874,20,1993
1620,9825,30,1996
1621,375,30,2023
1622,973,30,1990
1623,5482,20,1981
1624,5635,30,2016
1625,8038,20,1987
1626,2701,30,2017
1627,5156,20,1992
1628,8248,30,1986
1629,3751,20,1995
1630,1920,3,1983
1631,5702,19,1996
1632,9857,9,2006
1633,4597,3,1996
1634,5429,20,1983
1635,3916,9,1995
1636,2642,19,2007
1637,2622,3,2019
1638,8020,20,1992
1639,7991,3,1971
1640,3846,19,1973
1641,7287,20,2020
1642,9778,20,2002
1643,1210,19,1991
1644,4248,19,1998
1645,4497,19,2005
1646,4000,20,1999
1647,364,20,2003
1648,1306,20,1992
1649,3689,20,1980
1650,1583,19,2017
1651,5922,20,1973
1652,6577,3,2008
1653,4367,3,2015
1654,6901,30,1996
1655,5737,30,2016
1656,9718,20,2000
1657,9448,20,1972
1658,5354,20,2014
1659,4718,20,1978
1660,2064,3,2006
1661,5765,19,1982
1662,3627,3,2017
1663,2260,3,1977
1664,5859,19,1976
1665,9422,30,1972
1666,1300,19,2013
1667,1478,30,1976
1668,9735,30,2011
1669,5893,9,1996
1670,5773,20,1976
1671,7581,20,2009
1672,4050,30,1984
1673,4638,3,1982
1674,5740,19,1970
1675,7810,20,1973
1676,83,30,1972
1677,2714,3,1974
1678,2602,3,1997
1679,8680,20,1978
1680,7218,20,2016
1681,8565,3,1971
1682,8929,3,2001
1683,863,3,2016
1684,3268,3,1976
1685,9107,19,1990
1686,6566,19,2006
1687,9300,19,2013
1688,6482,3,2010
1689,7714,9,2010
1690,784,20,2018
1691,6356,20,2020
1692,3564,3,2014
1693,502,3,2021
1694,5341,20,2023
1695,4633,19,2013
1696,1530,30,2023
1697,5258,3,1992
1698,4198,20,2001
1699,5849,19,2019
1700,9026,3,2011
1701,9258,19,2017
1702,7676,19,1988
1703,8800,20,2003
1704,9060,20,2020
1705,3436,20,2021
1706,7195,30,1974
1707,9594,19,2017
1708,1309,3,1989
1709,236,20,2003
1710,320,3,2022
1711,6973,30,1984
1712,1626,20,1973
1713,562,19,2011
1714,5857,20,2022
1715,358,20,2014
1716,6539,19,1988
1717,851,20,2018
1718,5458,3,2017
1719,8321,20,1985
1720,5322,20,1970
1721,9223,19,2010
1722,1723,19,1980
1723,9600,20,2008
1724,6135,9,1976
1725,5918,20,1977
1726,316,19,1972
1727,7697,3,1996
1728,7068,20,1983
1729,8819,19,1975
1730,2156,20,1981
1731,6708,20,1995
1732,8496,3,1984
1733,1458,19,1997
1734,6876,20,2002
1735,8829,19,2018
1736,515,19,1990
1737,43,20,2019
1738,9737,9,1983
1739,9256,19,2010
1740,4334,3,1979
1741,894,20,1989
1742,3621,3,1975
1743,5505,3,1983
1744,5105,20,1980
1745,9520,3,1994
1746,8998,20,1987
1747,1259,20,2015
1748,2577,19,2005
1749,2843,19,2005
1750,4284,19,1986
1751,2181,3,1974
1752,6517,20,1993
1753,7332,30,1971
1754,9299,30,1977
1755,6125,20,2014
1756,308,19,1984
1757,9031,20,1996
1758,3621,20,2008
1759,5432,20,1976
1760,435,30,1976
1761,7486,19,2008
1762,7325,30,1999
1763,6013,20,1982
1764,8556,30,2001
1765,9227,9,2013
1766,6184,20,2012
1767,5653,20,2011
1768,5677,20,1991
1769,6092,20,1993
1770,235,20,2007
1771,880,20,1973
1772,1036,20,1996
1773,7564,19,1986
1774,1588,20,2005
1775,282,19,1982
1776,2782,20,2023
1777,5536,20,2020
1778,6603,3,1974
1779,2172,20,1997
1780,9813,20,1982
1781,499,9,1993
1782,3987,20,2005
1783,6176,20,1978
1784,9234,30,1995
1785,2619,3,2023
1786,7570,30,1993
1787,8490,30,1981
1788,2509,20,2008
1789,3424,3,1971
1790,1949,20,1976
1791,1808,19,1974
1792,272,3,2023
1793,6680,3,2009
1794,8909,20,2003
1795,4990,19,2010
1796,979,19,1977
1797,6394,20,1974
1798,1601,30,2020
1799,2488,19,1994
1800,5126,20,1975
1801,2615,19,1984
1802,1010,30,2008
1803,1261,19,1971
1804,2339,30,1978
1805,6703,20,1992
1806,6041,3,1992
1807,3280,3,2004
1808,209,30,2009
1809,9227,20,2003
1810,4835,20,1989
1811,9413,20,2001
1812,4197,19,1978
1813,6043,20,1970
1814,7721,20,1989
1815,3393,19,1990
1816,6891,20,1987
1817,2697,30,1997
1818,6116,20,2023
1819,1857,3,2015
1820,2921,30,1990
1821,2964,9,1988
1822,2084,30,2016
1823,6374,19,2005
1824,422,19,1984
1825,7798,3,2015
1826,7701,3,1991
1827,7168,30,1981
1828,8971,30,1974
1829,9017,20,2008
1830,5764,20,2016
1831,8052,3,1984
1832,5918,30,1995
1833,4014,19,2022
1834,5182,20,2019
1835,4453,20,1987
1836,2452,19,1981
1837,4576,19,2012
1838,1343,3,2022
1839,951,19,1981
1840,5996,19,1970
1841,7943,20,2005
1842,94,19,2015
1843,6382,20,1985
1844,5887,19,1971
1845,3566,19,1989
1846,359,20,1973
1847,9600,20,2023
1848,601,20,2008
1849,9362,3,1973
1850,606,3,1999
1851,2956,20,2010
1852,8087,30,2020
1853,3069,20,1999
1854,4832,20,2007
1855,515,30,1980
1856,7729,20,1995
1857,1091,20,1975
1858,7602,20,1987
1859,4551,9,2006
1860,8600,20,1985
1861,4990,3,1987
1862,8962,9,2007
1863,4350,30,1986
1864,613,20,1996
1865,4252,19,2001
1866,9091,30,2015
1867,2583,30,2021
1868,9887,30,2014
1869,5181,19,2004
1870,435,20,1971
1871,9292,3,1974
1872,866,30,1998
1873,109,19,1976
1874,8768,3,1994
1875,1286,3,1977
1876,7933,20,2014
1877,3730,19,2016
1878,2984,19,1992
1879,8648,19,1993
1880,1075,20,1976
1881,9420,20,2022
1882,9050,19,1970
1883,4960,3,1982
1884,2943,19,2011
1885,1432,20,1981
1886,5645,20,1976
1887,6423,3,2012
1888,7964,19,1972
1889,1148,20,2022
1890,6568,20,1972
1891,2846,20,1990
1892,9589,19,1995
1893,7804,30,2020
1894,2499,19,2009
1895,7313,19,2008
1896,4273,19,1975
1897,3789,3,2020
1898,1427,30,1999
1899,5413,20,1987
1900,8031,20,2003
1901,7612,30,1995
1902,4485,19,1977
1903,6502,19,2018
1904,9536,20,2013
1905,5953,20,2011
1906,8275,20,1983
1907,9047,19,1976
1908,9165,20,2017
1909,5980,19,1971
1910,6178,20,2005
1911,4331,30,2000
1912,8922,20,2011
1913,7882,20,2002
1914,3590,20,2009
1915,8799,20,2002
1916,4699,30,1974
1917,6708,20,1981
1918,4247,20,1979
1919,1885,20,1985
1920,8322,9,1988
1921,4903,20,1991
1922,1553,20,1981
1923,2600,30,1982
1924,1170,30,1976
1925,1507,20,1978
1926,7254,19,2018
1927,6969,20,2015
1928,9314,3,1981
1929,5731,20,1990
1930,5727,20,1978
1931,5492,20,2007
1932,9237,20,2014
1933,7732,20,1999
1934,8279,3,2010
1935,4359,3,1980
1936,331,20,2021
1937,4588,3,2012
1938,5194,3,2001
1939,499,3,2014
1940,5719,3,1998
1941,4918,20,1990
1942,9725,20,2001
1943,8110,30,2009
1944,6004,19,2019
1945,5609,20,2005
1946,9018,20,1994
1947,1524,19,2004
1948,8717,19,2014
1949,1079,20,1994
1950,5007,3,1974
1951,4406,20,1982
1952,5194,19,2017
1953,2804,19,1997
1954,2980,3,2013
1955,1081,19,1981
1956,9514,20,1986
1957,2917,3,2000
1958,4482,20,2009
1959,3096,30,1979
1960,9146,20,2002
1961,9514,20,1978
1962,3086,20,1987
1963,7504,20,2010
1964,3465,30,1985
1965,1459,20,1983
1966,1347,20,1993
1967,2999,19,1998
1968,3137,30,2007
1969,5566,20,2011
1970,592,19,2011
1971,1022,30,1982
1972,2663,30,1977
1973,8122,19,1998
1974,7272,19,2010
1975,8895,20,1979
1976,6378,3,2008
1977,4239,19,2012
1978,9768,3,1972
1979,7334,20,2003
1980,190,30,1973
1981,3437,30,2019
1982,5593,19,2011
1983,4388,20,1988
1984,8031,20,2007
1985,5376,20,2007
1986,9297,30,2021
1987,695,20,2000
1988,1382,20,2013
1989,2288,30,1989
1990,6461,20,1983
1991,3385,3,1987
1992,3268,30,2000
1993,2379,3,1988
1994,5337,30,1999
1995,7368,9,1979
1996,4192,20,1973
1997,8422,20,1997
1998,8498,20,1995
1999,4567,19,1974
2000,347,20,1984
2001,3801,20,1999
2002,1999,30,1998
2003,1811,30,2002
2004,2549,20,1999
2005,1701,20,2003
2006,1662,3,2001
2007,1845,20,1978
2008,4148,3,2020
2009,1033,20,1991
2010,5188,3,1985
2011,1836,20,2014
2012,4747,20,1999
2013,3036,19,1988
2014,7754,20,2008
2015,9203,20,1981
2016,2214,20,1983
2017,5365,19,2023
2018,7499,9,1984
2019,4542,19,1996
2020,3729,30,1986
2021,2633,20,2000
2022,7874,3,2012
2023,7742,3,2023
2024,4819,20,1979
2025,528,19,2007
2026,9781,20,1975
2027,4601,19,2017
2028,26,19,2018
2029,3301,3,1972
2030,6720,20,1998
2031,3054,20,1984
2032,1705,3,1972
2033,2054,20,2003
2034,89,20,1999
2035,3600,20,1999
2036,8133,20,1972
2037,5949,30,1985
2038,7304,3,1977
2039,2212,20,1975
2040,4013,19,2021
2041,9996,20,1987
2042,1849,19,1998
2043,7814,20,1988
2044,6519,3,1982
2045,4953,30,1997
2046,6110,30,1999
2047,2758,3,2004
2048,9073,20,1995
2049,7545,9,2017
2050,801,3,1994
2051,1054,30,2012
2052,4085,19,1986
2053,630,20,1989
2054,21,20,2009
2055,3062,20,1995
2056,4674,30,1978
2057,1802,19,1994
2058,534,30,1989
2059,7806,3,2014
2060,5655,3,2010
2061,60,19,1976
2062,1167,20,2002
2063,3095,19,1978
2064,6278,20,2017
2065,4608,30,1990
2066,1675,20,1970
2067,5309,20,1985
2068,2777,30,1989
2069,2467,20,1997
2070,5596,30,2020
2071,4079,19,1971
2072,3359,30,2021
2073,7094,20,2001
2074,6540,19,2001
2075,9165,20,1973
2076,3304,19,1992
2077,9525,20,2007
2078,7113,19,1973
2079,1139,3,1977
2080,4840,9,1990
2081,2100,20,1972
2082,4190,20,1980
2083,5814,30,2002
2084,5372,20,2021
2085,9000,20,2006
2086,2141,3,2008
2087,8699,3,1994
2088,1418,19,1999
2089,5990,3,1986
2090,5244,9,2005
2091,9108,19,2022
2092,7933,20,2018
2093,7741,19,1988
2094,6316,20,2006
2095,5220,30,1983
2096,6049,20,1981
2097,6775,19,1988
2098,4995,3,2003
2099,6263,20,1983
2100,2213,19,2014
2101,734,3,2019
2102,7187,19,1971
2103,7921,20,2016
2104,9220,19,1977
2105,8782,30,2023
2106,187,19,2023
2107,6406,20,1991
2108,5394,3,1989
2109,6842,20,1974
2110,9169,20,1995
2111,8902,3,2007
2112,3,3,1979
2113,2082,3,2007
2114,5992,30,2000
2115,1636,3,1975
2116,7528,3,1994
2117,1554,19,1992
2118,9873,30,1973
2119,5036,19,1988
2120,2075,20,1983
2121,5470,3,1979
2122,9890,20,1995
2123,6309,20,1980
2124,519,20,1977
2125,5352,20,1977
2126,3426,20,1992
2127,2816,19,1977
2128,3107,20,1981
2129,1788,9,2000
2130,8026,20,2007
2131,6572,20,2012
2132,7013,30,2004
2133,8448,19,1978
2134,6041,30,1998
2135,1332,30,2008
2136,8464,30,1987
2137,7883,20,2000
2138,23,20,2007
2139,1403,19,2013
2140,3997,3,1974
2141,3704,20,2004
2142,7900,30,2002
2143,3160,19,1983
2144,5053,3,2004
2145,6077,19,1973
2146,3181,30,1983
2147,9497,9,1989
2148,3488,9,1974
2149,7690,19,1985
2150,3013,19,1970
2151,9215,19,1979
2152,1392,19,1970
2153,899,20,1970
2154,9511,3,2014
2155,6199,3,1994
2156,8218,20,1989
2157,7826,3,2006
2158,8278,20,1992
2159,5689,30,1974
2160,6923,30,1997
2161,5588,20,1997
2162,9628,3,1986
2163,9812,20,2013
2164,3836,19,1976
2165,62,30,1993
2166,9492,9,1974
2167,1114,19,1981
2168,8060,3,2005
2169,464,19,1988
2170,8636,20,2018
2171,8536,20,2016
2172,413,19,2000
2173,4325,30,1994
2174,4112,20,1988
2175,5460,30,1972
2176,8906,20,2005
2177,979,20,2004
2178,8051,20,1980
2179,2555,30,1981
2180,394,3,2016
2181,652,20,2015
2182,9463,20,1981
2183,4481,30,2003
2184,5872,20,1993
2185,7221,20,1978
2186,1435,3,2022
2187,8111,20,2023
2188,8958,20,1984
2189,4483,20,2010
2190,6279,20,1989
2191,4387,20,1996
2192,7607,19,2001
2193,6944,9,2002
2194,9821,20,1980
2195,9475,20,1976
2196,4615,20,1998
2197,3520,19,1989
2198,1327,19,2015
2199,7455,3,1995
2200,2083,19,2012
2201,2468,20,2000
2202,1919,30,1994
2203,7745,20,2017
2204,2800,3,1987
2205,7444,30,1971
2206,5539,19,1976
2207,6334,9,1997
2208,5657,20,1998
2209,1590,20,2021
2210,7573,3,1977
2211,1213,19,2001
2212,2106,20,1988
2213,2149,20,2001
2214,705,9,2003
2215,9671,19,2012
2216,2197,9,2004
2217,3312,20,1994
2218,3858,20,2020
2219,1568,9,1985
2220,6355,20,1978
2221,944,3,2022
2222,837,9,2009
2223,2957,20,1970
2224,5030,9,2015
2225,9550,19,1992
2226,8607,19,2015
2227,7386,20,1984
2228,7026,19,2011
2229,2796,20,1993
2230,1243,3,1985
2231,538,20,1981
2232,2023,20,1988
2233,3617,20,2021
2234,6715,20,2000
2235,1729,19,2008
2236,1131,19,2006
2237,1955,19,1994
2238,2648,19,2015
2239,4409,19,2007
2240,9562,19,1999
2241,8688,19,1972
2242,7265,3,2022
2243,9722,30,2017
2244,1402,20,1996
2245,947,20,1999
2246,1354,20,2021
2247,4395,20,2010
2248,1864,9,1990
2249,7077,20,1992
2250,7664,20,1971
2251,5103,3,1970
2252,9008,30,2009
2253,4628,9,2005
2254,977,20,1984
2255,4383,20,1990
2256,6278,20,1977
2257,7980,30,2000
2258,5052,30,1979
2259,1310,3,1998
2260,6240,9,1977
2261,1977,19,1985
2262,524,3,1976
2263,2494,20,1989
2264,3338,3,1974
2265,9434,19,1994
2266,550,19,1988
2267,6946,20,1995
2268,4691,30,2004
2269,1586,3,2022
2270,8601,19,1991
2271,5110,9,2006
2272,3438,3,2005
2273,5304,3,2001
2274,1283,20,1972
2275,7127,3,2017
2276,7672,30,1994
2277,3404,20,1981
2278,1895,19,1976
2279,5568,3,2011
2280,370,20,1990
2281,2627,19,1977
2282,4467,20,1982
2283,7073,19,2018
2284,7857,19,1979
2285,6995,30,1988
2286,8386,20,1994
2287,5216,19,1992
2288,7463,20,2012
2289,9675,19,2006
2290,4821,3,1974
2291,9820,20,2016
2292,361,30,2005
2293,1191,20,1982
2294,6653,30,1981
2295,1367,19,2004
2296,8836,3,1973
2297,60,30,1987
2298,5677,3,1993
2299,6652,3,2017
2300,3571,19,1977
2301,9760,20,1997
2302,5633,20,1985
2303,1052,20,2019
2304,7641,20,1994
2305,4507,20,2006
2306,5369,9,2016
2307,1473,3,2018
2308,6675,20,2022
2309,5506,19,2002
2310,4713,19,1983
2311,7760,20,2021
2312,4020,3,2003
2313,555,3,1982
2314,3733,19,1984
2315,2295,9,1988
2316,2422,20,1974
2317,7011,19,2000
2318,5981,3,1977
2319,2359,19,1971
2320,1833,30,1978
2321,7357,9,2002
2322,2710,19,1970
2323,808,3,1971
2324,7981,30,1987
2325,8907,9,2002
2326,1912,30,2014
2327,4629,19,2003
2328,3139,20,1972
2329,293,3,1991
2330,5957,3,2017
2331,8227,20,2004
2332,3790,3,1974
2333,1297,20,1972
2334,1483,19,2013
2335,2654,19,1982
2336,1654,3,2015
2337,9053,19,2002
2338,8005,20,2002
2339,7776,20,2015
2340,1624,20,1983
2341,2060,20,2004
2342,9750,20,2009
2343,4398,20,1995
2344,5473,19,1978
2345,6017,3,1997
2346,2376,20,2011
2347,1131,19,2003
2348,1118,30,1981
2349,7582,20,2014
2350,1899,3,2008
2351,2330,30,1990
2352,8727,3,1994
2353,9245,30,1994
2354,8644,3,1993
2355,1444,20,1979
2356,5437,9,1981
2357,3141,19,1984
2358,9387,20,2008
2359,5672,20,2019
2360,4592,30,1990
2361,4947,20,1989
2362,5749,3,1975
2363,349,19,1993
2364,5351,20,1971
2365,3429,20,1988
2366,8757,20,1988
2367,6836,20,1998
2368,7967,20,1977
2369,1745,19,1985
2370,1441,20,1997
2371,3774,20,2013
2372,6806,30,1998
2373,2196,19,2016
2374,4472,19,1971
2375,1379,20,1973
2376,9976,3,2005
2377,5190,3,1993
2378,1421,20,2022
2379,4581,3,2009
2380,1355,20,1976
2381,448,19,2000
2382,3474,19,1978
2383,5369,3,1986
2384,3797,20,1988
2385,1184,30,2019
2386,5577,19,2018
2387,7097,30,1981
2388,9492,19,1975
2389,923,19,1973
2390,1725,20,2004
2391,9522,30,1970
2392,1361,3,2003
2393,7313,20,1983
2394,3519,9,2018
2395,7587,19,2011
2396,8156,20,1971
2397,1444,20,1984
2398,4761,20,1982
2399,7119,30,1994
2400,9241,20,1974
2401,4052,19,1980
2402,2266,30,2014
2403,3000,9,1986
2404,1460,19,2017
2405,7684,19,1970
2406,9554,9,2019
2407,1100,3,1975
2408,1404,3,1972
2409,4267,19,1993
2410,4511,19,1996
2411,8124,30,2009
2412,7341,20,1978
2413,1614,20,1988
2414,5246,3,2016
2415,274,3,1984
2416,5747,20,2000
2417,3399,20,1994
2418,8158,19,1975
2419,9343,30,1996
2420,2090,20,1983
2421,4397,20,1988
2422,8987,19,2013
2423,3048,20,1970
2424,7372,20,2002
2425,9607,30,1991
2426,7854,19,1999
2427,7038,20,2011
2428,5419,20,1976
2429,7373,3,2013
2430,9240,20,2012
2431,6809,20,2013
2432,5800,20,1970
2433,1464,20,2013
2434,1741,20,2009
2435,9835,30,1994
2436,2051,20,1985
2437,6070,30,1978
2438,1795,3,1990
2439,6026,30,1975
2440,6989,9,1988
2441,8399,30,2014
2442,8005,9,2004
2443,1676,19,1998
2444,416,19,1981
2445,7410,3,1995
2446,7379,30,2003
2447,184,9,1984
2448,5836,30,2020
2449,5159,20,1974
2450,6262,20,1987
2451,275,30,1994
2452,3735,3,1975
2453,621,19,1998
2454,702,19,1975
2455,6325,20,1973
2456,3781,20,1976
2457,9891,30,2022
2458,90,9,2006
2459,6031,20,1989
2460,5890,20,1976
2461,1032,20,2013
2462,8642,20,1995
2463,5094,19,2006
2464,5969,30,2015
2465,210,30,2017
2466,3573,20,1999
2467,957,20,1979
2468,7319,9,2009
2469,8422,30,1999
2470,3913,20,2006
2471,9119,20,2009
2472,5983,20,1979
2473,119,20,2003
2474,6240,3,1975
2475,581,19,1977
2476,1577,30,2016
2477,6485,20,1990
2478,2163,3,1978
2479,2355,30,2007
2480,2535,20,1984
2481,2913,30,2004
2482,8080,3,2009
2483,5671,20,1995
2484,3407,30,2010
2485,5471,19,2015
2486,9446,3,1986
2487,9858,20,1976
2488,2972,19,2022
2489,1878,3,2008
2490,2020,20,2012
2491,5162,3,1978
2492,7652,19,1978
2493,9982,3,2020
2494,4561,3,2003
2495,8176,3,1975
2496,207,19,1984
2497,6109,19,1999
2498,5080,3,1973
2499,307,9,2017
2500,6094,3,1986
2501,9406,3,2017
2502,3642,20,2022
2503,2059,30,1971
2504,9251,20,2021
2505,9814,3,2007
2506,3369,20,1980
2507,715,20,2021
2508,2634,20,1978
2509,5211,3,2010
2510,1467,3,2000
2511,6799,20,1979
2512,2632,30,1971
2513,216,19,2000
2514,8070,9,2022
2515,2642,19,1978
2516,3214,3,2022
2517,5852,19,2009
2518,6535,3,1986
2519,3080,20,1971
2520,751,20,1997
2521,9840,20,1989
2522,3079,30,2009
2523,9449,20,2022
2524,2638,9,2002
2525,5144,20,1999
2526,3308,19,2008
2527,1556,19,2020
2528,1051,19,2005
2529,5770,20,1992
2530,4061,19,1972
2531,4021,19,2016
2532,2676,19,2023
2533,7515,30,2019
2534,6013,3,2016
2535,2259,9,1971
2536,3201,20,1987
2537,7197,30,1998
2538,7829,3,2003
2539,3176,20,1996
2540,4671,20,2010
2541,9712,30,1992
2542,4239,30,1979
2543,443,3,1993
2544,4408,19,1997
2545,9714,20,2013
2546,5473,19,1975
2547,3032,3,1980
2548,3108,30,2000
2549,7887,19,1977
2550,3077,30,2020
2551,8244,20,1994
2552,9602,19,1981
2553,3112,30,1985
2554,9433,19,1981
2555,7725,9,2020
2556,7041,19,2005
2557,5734,20,1999
2558,1607,20,2010
2559,4781,30,1989
2560,174,20,1999
2561,9704,20,2001
2562,3088,30,2006
2563,1731,20,1986
2564,6507,20,1983
2565,5857,20,2008
2566,3431,20,1983
2567,3809,3,1995
2568,9165,20,1991
2569,111,19,1993
2570,9696,3,2013
2571,4290,30,2018
2572,9400,9,2013
2573,2668,3,1997
2574,3421,19,1998
2575,9191,3,1983
2576,1550,20,1974
2577,3074,19,2018
2578,7650,3,2015
2579,4731,20,2004
2580,1510,3,1979
2581,3560,20,1994
2582,9371,30,2019
2583,1767,20,1972
2584,6734,20,2021
2585,7457,9,2001
2586,3529,20,1985
2587,5379,30,1974
2588,1180,30,2002
2589,3808,30,1978
2590,699,30,2000
2591,8419,19,2010
2592,4744,20,1971
2593,4968,20,1971
2594,7358,19,1972
2595,6229,3,2012
2596,3812,19,2006
2597,2979,30,1991
2598,9379,3,2011
2599,9821,30,1992
2600,9124,20,1974
2601,681,19,1993
2602,4598,19,1995
2603,8403,20,2009
2604,2832,30,1970
2605,8811,19,2006
2606,3225,20,1989
2607,3007,3,2014
2608,5310,3,2010
2609,5875,20,2009
2610,1606,19,1999
2611,8801,30,1988
2612,4937,9,1995
2613,3377,20,1992
2614,2791,3,2015
2615,5384,19,1986
2616,2570,19,2022
2617,1266,3,1986
2618,4565,20,1989
2619,7992,19,1993
2620,2653,19,1990
2621,619,30,2020
2622,6870,20,2010
2623,2791,19,1985
2624,1339,3,1974
2625,9823,19,2014
2626,4791,20,2008
2627,2286,19,2000
2628,4700,19,2011
2629,373,19,2000
2630,1676,3,1986
2631,3145,3,1993
2632,1022,20,1995
2633,2407,20,1994
2634,2057,30,1974
2635,3067,30,1971
2636,5326,20,2002
2637,5748,30,2023
2638,9410,20,2016
2639,8152,30,1991
2640,5093,19,2017
2641,2808,20,1976
2642,6140,20,1990
2643,9699,30,2001
2644,596,9,2004
2645,9503,20,2008
2646,3957,20,2008
2647,2331,19,1998
2648,5012,20,1971
