COVERAGE_ID,POLICYHOLDER_ID,COVERAGE_STATUS
1397,8879,Active
1400,4287,Active
1401,737,Active
1404,5956,Active
1406,941,Active
1410,467,Active
1411,3697,Active
1412,3592,Active
1415,4795,Active
1416,7014,Active
1417,7497,Active
1419,6227,Active
1420,4733,Active
1423,3564,Active
1424,3631,Active
1432,8847,Active
1433,9280,Active
1435,1367,Active
1437,4192,Active
1438,2057,Active
1440,5127,Active
1443,7210,Active
1444,8943,Active
1451,9732,Active
1453,7636,Active
1454,5311,Active
1457,6505,Active
1458,4211,Active
1462,6535,Active
1464,6888,Active
1467,8514,Active
1468,7123,Active
1469,4877,Active
1470,9504,Active
1473,2907,Active
1475,7717,Active
1478,4478,Active
1479,2308,Active
1480,1874,Active
1483,8606,Active
1489,5573,Active
1491,9904,Active
1492,7156,Active
1495,9350,Active
1498,710,Active
1499,5515,Active
1500,3677,Active
1509,4482,Active
1510,8976,Active
1511,1752,Active
1512,8364,Active
1513,4555,Active
1518,3918,Active
1522,4311,Active
1525,485,Active
1527,6029,Active
1532,9740,Active
1535,5300,Active
1537,2399,Active
1538,1903,Active
1542,1424,Active
1543,5526,Active
1544,7804,Active
1545,5826,Active
1547,7878,Active
1553,3802,Active
1556,2399,Active
1557,7366,Active
1558,3240,Active
1560,2183,Active
1566,6808,Active
1568,4236,Active
1575,3480,Active
1576,6037,Active
1577,5795,Active
1581,9259,Active
1583,8484,Active
1586,2822,Active
1587,3781,Active
1589,2793,Active
1590,8549,Active
1593,173,Active
1596,771,Active
1597,7180,Active
1600,8243,Active
1604,9319,Active
1611,7573,Active
1612,3888,Active
1615,2441,Active
1616,2220,Active
1622,3145,Active
1625,485,Active
1627,7784,Active
1629,2108,Active
1632,9456,Active
1637,4971,Active
1642,8982,Active
1646,8473,Active
1647,4181,Active
1651,3473,Active
1653,2941,Active
1656,1189,Active
1658,6904,Active
1661,270,Active
1662,9756,Active
1665,6363,Active
1666,6049,Active
1667,8631,Active
1668,6036,Active
1672,9087,Active
1673,1614,Active
1676,17,Active
1680,361,Active
1686,6882,Active
1691,5456,Active
1693,1785,Active
1694,8883,Active
1695,9148,Active
1701,3481,Active
1703,3564,Active
1705,8089,Active
1706,7304,Active
1708,4696,Active
1715,3299,Active
1716,1282,Active
1717,7923,Active
1718,5720,Active
1720,4336,Active
1723,7420,Active
1724,7720,Active
1727,3771,Active
1728,1242,Active
1731,641,Active
1735,304,Active
1736,385,Active
1737,7807,Active
1738,8552,Active
1740,2722,Active
1743,2544,Active
1746,1161,Active
1752,5146,Active
1757,2418,Active
1758,9539,Active
1761,1063,Active
1762,7250,Active
1764,4741,Active
1765,7857,Active
1766,2053,Active
1767,1962,Active
1771,2528,Active
1775,2084,Active
1778,3764,Active
1781,7741,Active
1783,6015,Active
1784,2021,Active
1786,9176,Active
1788,1786,Active
1790,4618,Active
1791,7479,Active
1794,7460,Expired
1795,1030,Active
1796,7911,Expired
1797,4344,Active
1798,2889,Expired
1799,5267,Active
1800,407,Active
1801,2041,Active
1802,6020,Active
1805,1747,Active
1808,1561,Active
1810,3951,Expired
1812,2881,Active
1813,1564,Active
1814,305,Active
1816,763,Active
1819,2480,Active
1821,1841,Active
1822,9223,Active
1824,7596,Expired
1825,1778,Active
1827,2202,Active
1830,5220,Active
1834,2278,Expired
1839,9050,Active
1840,750,Active
1841,7108,Expired
1842,5790,Expired
1844,5264,Active
1845,9861,Active
1846,208,Active
1847,1102,Active
1848,1414,Active
1849,6165,Active
1850,6327,Active
1851,8282,Active
1852,5726,Active
1855,9939,Active
1857,2750,Active
1858,370,Active
1863,8028,Active
1864,4935,Active
1865,9770,Expired
1866,5676,Active
1869,8367,Active
1870,7337,Active
1871,1263,Active
1872,7203,Active
1873,671,Active
1877,8249,Expired
1880,8646,Expired
1881,1423,Active
1882,7614,Active
1884,6321,Expired
1886,8946,Active
1889,6093,Active
1893,5719,Expired
1895,2381,Active
1896,514,Active
1897,6549,Expired
1898,4808,Expired
1899,409,Active
1901,6915,Active
1902,9155,Active
1903,2465,Expired
1904,4135,Active
1905,7963,Expired
1908,7417,Active
1909,5414,Active
1910,9134,Active
1913,9956,Active
1914,4846,Active
1915,2828,Active
1916,4589,Active
1917,6169,Active
1918,435,Active
1919,6461,Active
1922,5325,Active
1924,6086,Active
1925,8004,Expired
1931,3153,Expired
1932,9759,Active
1934,8074,Expired
1935,1383,Active
1936,6502,Expired
1938,9532,Active
1942,7233,Active
1943,6806,Active
1947,9944,Expired
1948,4339,Active
1949,5350,Active
1950,6813,Active
1953,9408,Active
1954,7611,Active
1955,913,Expired
1956,3582,Active
1957,4512,Active
1960,323,Expired
1961,2583,Active
1964,7609,Active
1966,9646,Active
1968,5212,Expired
1969,9856,Active
1970,4804,Active
1971,5035,Active
1972,5888,Expired
1974,770,Active
1975,5691,Active
1977,9518,Active
1978,2458,Expired
1979,5854,Expired
1981,5985,Expired
1982,1536,Expired
1983,3985,Active
1984,718,Active
1985,1860,Active
1988,1508,Active
1989,8046,Expired
1990,4937,Active
1991,6482,Active
1993,2237,Active
1994,3707,Active
1996,5580,Active
1998,6051,Expired
1999,2006,Active
2000,3224,Expired
2003,5997,Active
2006,6766,Active
2007,6821,Expired
2010,5983,Active
2011,8650,Active
2013,1,Expired
2014,5807,Expired
2017,103,Active
2018,1045,Active
2019,8889,Active
2020,570,Expired
2021,9485,Active
2022,4151,Expired
2023,4917,Active
2024,965,Active
2025,4648,Expired
2027,2683,Active
2028,1796,Expired
2031,3335,Active
2032,7724,Active
2037,4402,Expired
2038,3557,Expired
2039,2525,Expired
2040,8446,Active
2041,7828,Active
2042,2063,Expired
2045,7875,Active
2047,4253,Active
2048,8116,Active
2049,5776,Expired
2050,899,Expired
2051,1466,Expired
2052,4378,Expired
2053,7100,Active
2054,2699,Active
2055,7610,Expired
2056,3751,Active
2058,3472,Active
2059,268,Active
2060,381,Active
2061,1754,Active
2062,3193,Active
2063,8999,Active
2064,3604,Expired
2065,7081,Expired
2066,4939,Expired
2068,9666,Active
2069,4150,Active
2070,1645,Active
2072,1897,Active
2074,7306,Active
2075,4054,Active
2076,4738,Active
2077,7875,Expired
2078,288,Expired
2080,1591,Expired
2081,208,Active
2082,7307,Expired
2083,1109,Active
2084,5521,Active
2089,2032,Expired
2091,7647,Active
2092,4938,Expired
2095,3187,Active
2096,1409,Expired
2097,2547,Active
2098,9843,Active
2099,7343,Expired
2100,4661,Active
2103,1776,Active
2104,4436,Expired
2106,4325,Active
2108,6766,Active
2109,8239,Expired
2111,3931,Active
2112,1796,Active
2113,2114,Expired
2114,8802,Expired
2115,3562,Active
2117,681,Active
2118,9917,Active
2119,411,Active
2123,4359,Expired
2124,908,Active
2125,1602,Active
2129,8376,Active
2131,5284,Expired
2133,5603,Expired
2134,9799,Active
2135,1323,Active
2138,7794,Active
2143,3079,Active
2144,6597,Active
2147,2724,Expired
2148,7170,Expired
2149,9296,Active
2150,1403,Expired
2151,1883,Active
2152,1273,Active
2154,3492,Expired
2157,2908,Active
2158,8395,Active
2159,7080,Active
2160,3761,Active
2161,3559,Expired
2162,1470,Expired
2163,4023,Active
2165,8600,Active
2166,3608,Active
2169,408,Active
2170,2782,Active
2171,6238,Active
2172,5032,Active
2174,2661,Active
2176,4556,Active
2180,3607,Expired
2183,6671,Active
2184,4574,Active
2186,4035,Active
2188,4066,Active
2189,3549,Expired
2193,6702,Active
2195,3372,Active
2196,9291,Active
2197,9537,Active
2199,9022,Active
2201,2210,Active
2202,3183,Active
2203,8197,Expired
2206,5393,Expired
2207,3825,Active
2208,9187,Expired
2210,8378,Expired
2212,4306,Active
2213,1608,Active
2214,9591,Active
2215,692,Expired
2217,5788,Expired
2218,6071,Expired
2219,8262,Active
2221,8951,Active
2222,9664,Expired
2223,7258,Active
2224,3822,Active
2225,6556,Active
2226,9374,Active
2229,8801,Active
2230,8393,Active
2233,7601,Active
2234,1433,Active
2238,9241,Active
2239,3029,Active
2242,3073,Active
2243,8699,Expired
2245,7545,Expired
2248,954,Active
2249,5225,Expired
2250,5666,Active
2252,4592,Expired
2257,3368,Active
2258,9161,Active
2259,6610,Active
2261,5482,Active
2262,1328,Active
2263,9069,Active
2264,4588,Active
2266,2906,Active
2267,7812,Active
2269,6273,Expired
2270,2930,Active
2274,8791,Active
2275,705,Expired
2276,6628,Active
2278,5803,Expired
2279,1819,Active
2281,9982,Active
2282,2238,Expired
2283,5041,Active
2284,4176,Active
2287,8894,Active
2290,3497,Active
2291,5072,Active
2293,9821,Active
2294,1646,Active
2296,1041,Active
2297,7632,Active
2299,7312,Expired
2300,2078,Active
2301,7638,Active
2302,8076,Active
2303,3011,Expired
2304,9707,Active
2305,2343,Active
2306,7206,Active
2307,6344,Expired
2310,9727,Active
2313,4560,Expired
2314,4579,Expired
2315,3770,Expired
2316,3717,Active
2317,6386,Active
2320,3962,Active
2324,6533,Active
2325,9754,Active
2326,2143,Expired
2327,7940,Active
2328,1923,Active
2329,5327,Active
2330,2965,Active
2331,5394,Active
2332,6177,Active
2333,8261,Expired
2334,8882,Active
2335,1531,Expired
2337,8557,Active
2338,7326,Expired
2341,566,Expired
2345,9669,Expired
2347,7727,Active
2348,6696,Expired
2351,1561,Expired
2353,8254,Active
2355,3422,Active
2356,5794,Expired
2357,3765,Expired
2359,605,Active
2361,5058,Expired
2362,2077,Expired
2365,3334,Active
2367,576,Expired
2368,6599,Active
2371,2608,Active
2373,7583,Active
2374,1040,Active
2375,8603,Active
2377,4591,Active
2379,3432,Expired
2381,2735,Expired
2387,3234,Active
2389,1835,Active
2392,6263,Active
2394,746,Active
2399,1411,Active
2400,380,Active
2401,2404,Active
2402,1907,Expired
2403,4703,Active
2404,7430,Active
2405,6399,Active
2409,6191,Active
2410,5215,Active
2411,1727,Active
2412,6251,Active
2415,4436,Active
2416,8957,Active
2418,5785,Active
2419,7897,Expired
2420,2005,Active
2421,8685,Active
2425,2364,Active
2427,7455,Active
2430,8854,Active
2431,6372,Expired
2435,2413,Active
2436,2912,Expired
2437,8752,Expired
2438,2880,Expired
2439,3363,Expired
2440,3960,Expired
2444,5338,Expired
2445,4278,Active
2446,5254,Expired
2447,4729,Expired
2450,5712,Active
2452,559,Active
2453,2610,Active
2454,1901,Active
2455,3084,Expired
2456,4391,Active
2457,6627,Active
2458,4200,Expired
2459,9460,Expired
2460,8047,Active
2462,5521,Active
2465,6294,Active
2467,8083,Active
2469,2033,Expired
2471,9437,Active
2472,318,Expired
2473,5096,Active
2474,978,Expired
2478,4945,Active
2479,4321,Active
2482,5254,Expired
2486,6477,Active
2492,2645,Active
2494,7920,Expired
2495,853,Expired
2497,9942,Active
2498,4986,Expired
2500,9094,Active
2501,1836,Expired
2503,8885,Active
2504,850,Active
2505,3853,Expired
2506,9608,Active
2510,7442,Active
2511,4087,Expired
2513,9405,Active
2515,6804,Active
2516,290,Active
2518,50,Active
2519,1661,Expired
2521,3065,Active
2523,2721,Active
2524,7837,Expired
2525,5947,Active
2526,2,Active
2527,7488,Active
2528,3670,Expired
2534,2875,Active
2535,6991,Active
2536,4685,Active
2539,3398,Active
2540,2854,Active
2541,9473,Active
2542,9962,Active
2543,9562,Active
2546,4343,Expired
2547,9276,Active
2549,6360,Expired
2550,6393,Active
2551,1487,Active
2554,7133,Active
2555,9951,Expired
2556,1479,Active
2559,6148,Active
2562,7675,Expired
2563,4770,Expired
2565,2482,Expired
2566,5941,Expired
2567,4465,Active
2568,430,Active
2570,9108,Active
2572,4687,Active
2576,107,Active
2578,7548,Expired
2579,2943,Active
2580,1933,Active
2581,2469,Expired
2583,6974,Expired
2584,7249,Active
2586,4142,Expired
2590,4022,Active
2593,5007,Active
2594,6562,Expired
2595,8101,Active
2597,493,Active
2598,3376,Active
2600,6507,Active
2601,1145,Expired
2602,9152,Active
2604,2754,Active
2605,7246,Active
2606,7065,Expired
2608,8536,Expired
2612,7252,Active
2613,7301,Active
2615,646,Expired
2619,8237,Active
2620,4593,Expired
2621,1851,Active
2622,7296,Expired
2624,239,Active
2625,6054,Active
2626,1601,Active
2627,1917,Expired
2628,3267,Expired
2629,9579,Expired
2630,6792,Active
2632,6134,Active
2634,8397,Expired
2635,7194,Active
2637,61,Active
2638,1980,Active
2639,9426,Active
2640,937,Expired
2641,1456,Active
2645,9579,Active
2646,9183,Expired
2649,6162,Active
2650,6936,Expired
2652,5327,Active
2653,4931,Expired
2657,3253,Active
2658,2498,Expired
2659,5027,Active
2662,9869,Active
2663,454,Active
2664,1895,Active
2665,2746,Active
2667,7600,Active
2669,654,Active
2670,9824,Active
2672,5236,Active
2673,3996,Expired
2674,3348,Active
2675,4624,Active
2676,5197,Active
2678,1115,Expired
2680,9909,Expired
2682,347,Expired
2684,8324,Active
2685,1778,Active
2687,6763,Active
2688,669,Active
2689,8239,Active
2690,876,Expired
2692,2752,Expired
2694,1796,Active
2695,8782,Active
2697,6859,Expired
2699,9450,Active
2700,4488,Active
2701,6385,Active
2703,9283,Active
2704,2274,Expired
2705,5278,Active
2706,9444,Active
2707,8855,Active
2708,8022,Active
2710,776,Active
2711,4631,Expired
2713,6974,Expired
2714,9170,Active
2715,5654,Active
2717,5194,Active
2718,2653,Active
2722,7954,Active
2723,4203,Active
2724,5796,Expired
2725,5808,Active
2726,8442,Expired
2727,1076,Expired
2728,579,Active
2732,4269,Active
2733,233,Active
2734,8174,Expired
2735,5647,Active
2736,8690,Expired
2739,7068,Active
2740,7928,Active
2741,2298,Active
2742,5941,Active
2743,3795,Expired
2744,1622,Active
2745,1051,Expired
2746,492,Active
2748,8509,Active
2749,8745,Active
2751,1392,Expired
2757,6656,Active
2758,4553,Active
2762,5740,Active
2763,2874,Active
2764,8843,Expired
2765,283,Active
2766,810,Active
2768,3062,Active
2769,2411,Active
2775,5207,Active
2776,9824,Expired
2778,2116,Expired
2779,6519,Active
2780,7711,Expired
2784,3021,Expired
2789,6383,Active
2790,7309,Expired
2791,6367,Active
2792,8114,Expired
2794,4685,Expired
2795,273,Active
2799,4307,Active
2801,9110,Active
2805,1615,Expired
2806,4298,Expired
2808,4934,Active
2814,1178,Expired
2815,810,Active
2816,9480,Expired
2817,6529,Expired
2818,3325,Active
2822,9329,Active
2823,7346,Active
2827,6985,Active
2828,9918,Active
2833,9085,Active
2834,6393,Active
2839,4671,Expired
2840,1211,Active
2843,2235,Expired
2844,7110,Active
2846,1422,Active
2847,9921,Active
2849,7461,Active
2855,7580,Expired
2857,9536,Active
2858,3334,Active
2859,414,Expired
2860,7408,Expired
2861,5891,Active
2863,7800,Expired
2865,1459,Active
2866,9766,Active
2868,2470,Active
2869,5474,Expired
2870,4748,Active
2871,843,Active
2872,631,Expired
2873,8270,Active
2875,461,Active
2876,5498,Active
2877,691,Expired
2878,5694,Active
2879,9421,Active
2880,5687,Active
2882,4800,Active
2883,7334,Active
2887,9151,Active
2888,7745,Expired
2889,3084,Active
2892,2854,Expired
2894,2138,Active
2895,4386,Expired
2896,1398,Active
2898,1414,Active
2899,1013,Expired
2900,8100,Active
2901,516,Active
2902,4025,Active
2904,8940,Active
2905,1889,Active
2907,1105,Expired
2908,2954,Expired
2911,9463,Active
2913,3725,Active
2914,1487,Expired
2917,1643,Active
2921,9590,Expired
2922,3352,Expired
2924,854,Active
2926,3087,Active
2927,9055,Expired
2928,4810,Active
2929,6583,Active
2931,96,Active
2935,4014,Expired
2936,2698,Active
2937,347,Active
2938,1058,Active
2939,318,Expired
2940,2746,Active
2944,8695,Active
2945,8711,Active
2946,9853,Active
2947,3259,Active
2948,892,Expired
2950,2861,Active
2951,8708,Active
2953,3979,Active
2955,2990,Expired
2956,8156,Active
2957,7523,Expired
2958,2627,Active
2960,1262,Active
2961,362,Expired
2962,9271,Active
2963,2330,Active
2965,2967,Active
2966,2877,Active
2968,6291,Active
2975,262,Active
2976,9687,Expired
2977,2264,Active
2978,7262,Expired
2981,7795,Active
2982,5360,Expired
2988,7181,Active
2994,5281,Active
2997,5896,Active
3000,5559,Active
3001,7555,Active
3002,193,Active
3007,7172,Expired
3009,1254,Active
3010,9376,Active
3011,7987,Active
3012,788,Expired
3013,6530,Active
3014,7298,Active
3018,5225,Active
3019,6,Active
3022,92,Active
3023,9278,Active
3024,5864,Active
3026,5682,Active
3028,362,Active
3029,4650,Active
3030,692,Active
3032,9472,Active
3033,6834,Active
3036,2277,Active
3038,763,Active
3039,2412,Active
3040,359,Expired
3042,9068,Active
3043,8187,Expired
3044,5906,Active
3047,6793,Active
3048,9886,Active
3049,8047,Active
3051,9765,Active
3052,2233,Expired
3053,8602,Expired
3055,5303,Expired
3056,9818,Active
3057,5250,Active
3058,4025,Active
3059,2518,Expired
3060,5766,Active
3061,8096,Expired
3063,8723,Expired
3064,6060,Active
3066,4978,Active
3067,7298,Expired
3068,4820,Active
3070,8314,Active
3071,1384,Active
3073,1322,Expired
3074,9873,Expired
3076,7792,Expired
3078,8832,Expired
3079,2008,Active
3080,1504,Active
3083,7343,Active
3084,340,Active
3085,1338,Expired
3087,3435,Active
3088,7289,Active
3089,5288,Expired
3090,9950,Active
3091,6702,Active
3092,6329,Active
3094,5811,Active
3095,5166,Active
3096,8773,Active
3098,1836,Expired
3100,3193,Active
3101,3574,Active
3102,8890,Expired
3103,329,Active
3104,6481,Expired
3106,9679,Active
3107,1152,Active
3109,2350,Active
3111,5543,Expired
3112,136,Active
3114,8775,Active
3115,4142,Active
3117,9670,Active
3120,9861,Active
3121,669,Active
3122,7410,Expired
3124,9920,Active
3126,9498,Active
3127,2683,Active
3128,8534,Expired
3129,5686,Active
3134,5164,Active
3136,1405,Active
3138,9589,Active
3139,3541,Active
3140,9566,Expired
3141,9211,Expired
3144,1520,Active
3145,4777,Active
3148,8673,Active
3149,4084,Expired
3152,509,Expired
3153,4379,Expired
3156,9809,Active
3158,1966,Expired
3161,7100,Active
3162,6909,Active
3163,6211,Expired
3164,1775,Expired
3165,1860,Active
3167,5713,Active
3168,769,Expired
3169,7221,Active
3171,2512,Expired
3173,1278,Expired
3174,8507,Active
3175,1008,Active
3177,9124,Expired
3178,2457,Active
3179,4561,Active
3181,8520,Expired
3182,3216,Expired
3183,1417,Active
3184,8657,Expired
3186,5371,Expired
3187,8275,Active
3188,431,Active
3190,9897,Active
3191,508,Active
3195,9783,Expired
3197,7947,Active
3201,5955,Active
3203,5627,Expired
3206,8654,Expired
3207,291,Active
3209,5605,Active
3213,90,Expired
3214,306,Active
3215,899,Active
3219,3990,Active
3220,2816,Active
3222,1678,Expired
3223,4944,Active
3228,983,Expired
3229,2714,Expired
3230,9502,Active
3231,3653,Expired
3233,5192,Active
3235,6279,Active
3236,6221,Expired
3238,938,Expired
3240,8726,Expired
3241,6648,Active
3242,5655,Expired
3243,440,Expired
3244,6993,Expired
3246,9102,Active
3247,9804,Expired
3248,9283,Expired
3250,6,Active
3252,1034,Active
3253,4575,Active
3256,9250,Expired
3257,322,Expired
3258,8149,Expired
3259,4291,Expired
3260,3175,Active
3261,1288,Expired
3266,8172,Expired
3271,759,Active
3273,8149,Active
3274,5268,Active
3278,4269,Active
3279,8775,Active
3282,6770,Active
3284,470,Active
3286,9453,Active
3287,3897,Expired
3288,6920,Active
3291,8332,Expired
3292,3249,Expired
3293,8647,Active
3294,3844,Active
3295,8922,Active
3296,2605,Active
3298,6159,Expired
3299,4318,Active
3305,6068,Expired
3306,3627,Active
3307,6056,Active
3312,4183,Active
3318,1554,Expired
3320,5209,Active
3322,3289,Active
3323,1097,Expired
3324,7790,Active
3326,3786,Expired
3327,7100,Active
3328,2611,Active
3330,777,Active
3332,1323,Expired
3337,1711,Active
3339,1722,Expired
3341,5341,Active
3342,541,Active
3343,7289,Expired
3347,670,Expired
3350,965,Active
3353,1956,Expired
3354,5836,Active
3357,2212,Expired
3358,8203,Active
3361,8726,Expired
3362,4379,Expired
3363,3634,Active
3365,8419,Expired
3366,3559,Expired
3367,6202,Active
3368,5198,Active
3369,4257,Active
3370,8332,Expired
3374,9664,Expired
3375,6975,Active
3378,5327,Active
3379,3799,Expired
3381,2508,Active
3382,7639,Expired
3384,4431,Active
3387,862,Active
3388,9547,Active
3390,9091,Active
3391,6399,Expired
3392,8034,Expired
3393,4139,Expired
3394,3162,Expired
3399,6790,Active
3400,2371,Active
3401,507,Expired
3403,7049,Expired
3405,3282,Expired
3406,266,Active
3408,8084,Active
3411,2481,Active
3412,5195,Active
3413,8741,Expired
3414,8573,Expired
3415,1584,Active
3416,3083,Active
3419,9493,Active
3420,3944,Expired
3424,8622,Active
3427,2345,Expired
3428,6382,Active
3430,6221,Active
3433,4769,Active
3435,5993,Active
3437,2732,Expired
3438,462,Active
3439,6767,Active
3440,1516,Expired
3442,2269,Active
3443,3201,Expired
3444,368,Active
3445,6261,Expired
3446,9942,Active
3449,863,Active
3451,6221,Expired
3454,6174,Active
3455,2718,Expired
3457,844,Active
3458,8085,Expired
3460,2140,Active
3462,9019,Active
3463,2298,Expired
3466,5190,Active
3467,2669,Active
3468,5251,Active
3469,1734,Active
3472,4542,Active
3474,431,Active
3475,206,Active
3476,1615,Active
3479,8179,Active
3481,3151,Active
3482,9658,Active
3483,3286,Active
3484,6699,Expired
3485,2011,Active
3486,6537,Expired
3487,6848,Active
3488,5125,Active
3492,429,Expired
3493,1841,Expired
3494,4456,Active
3495,9168,Active
3498,8349,Expired
3499,5079,Active
3502,1268,Expired
3504,1519,Active
3506,7975,Expired
3508,8416,Active
3510,1075,Active
3511,4704,Expired
3513,8613,Active
3516,2620,Expired
3519,454,Active
3520,6625,Active
3522,5609,Active
3523,6304,Active
3524,4878,Active
3525,522,Active
3526,8281,Active
3529,2392,Expired
3530,5771,Expired
3531,7268,Active
3532,781,Active
3536,1898,Active
3537,1723,Expired
3539,9013,Active
3540,4096,Active
3541,3195,Active
3544,1584,Active
3545,1887,Expired
3547,3468,Active
3550,2114,Expired
3551,2479,Active
3557,8962,Active
3559,9476,Active
3560,955,Expired
3562,2429,Active
3563,1700,Active
3564,1548,Expired
3566,8315,Active
3570,9210,Active
3571,8207,Active
3576,9315,Active
3577,1536,Expired
3578,3604,Expired
3579,5609,Active
3583,2368,Active
3584,3872,Active
3585,2617,Active
3586,4805,Active
3587,4041,Active
3588,1386,Active
3589,3485,Active
3590,9560,Active
3591,1560,Active
3592,3266,Active
3593,3207,Active
3595,2265,Active
3596,9935,Active
3597,488,Active
3598,5320,Active
3599,909,Active
3601,1542,Expired
3602,9275,Active
3604,9366,Active
3606,9202,Active
3607,1346,Expired
3608,1147,Active
3612,4558,Active
3615,9589,Active
3616,5556,Active
3617,4562,Expired
3618,395,Expired
3619,3319,Active
3621,7302,Expired
3624,5693,Expired
3626,9187,Active
3627,3282,Active
3628,2367,Expired
3629,3391,Expired
3631,6694,Active
3633,7278,Expired
3635,6359,Active
3636,424,Expired
3639,2165,Active
3640,4373,Active
3642,4084,Active
3643,1930,Expired
3646,6275,Expired
3647,9014,Expired
3648,9515,Active
3651,925,Active
3653,507,Active
3654,6465,Expired
3655,3992,Expired
3656,1460,Active
3657,9367,Active
3658,6017,Active
3660,5199,Expired
3661,6747,Active
3662,1167,Active
3663,8009,Expired
3664,5753,Active
3665,1027,Expired
3670,6092,Active
3671,7782,Expired
3674,2229,Active
3677,6636,Active
3679,9768,Expired
3680,1533,Active
3681,9274,Active
3683,2943,Expired
3684,7007,Active
3685,2967,Active
3688,9959,Active
3691,1545,Expired
3692,2214,Active
3693,4511,Expired
3696,8485,Expired
3698,70,Active
3701,9984,Active
3702,9790,Active
3703,4866,Active
3705,6296,Expired
3706,3311,Expired
3708,9381,Active
3709,2230,Expired
3710,4670,Active
3711,8610,Active
3712,6184,Active
3713,6938,Active
3714,1720,Expired
3715,9069,Active
3716,8335,Expired
3717,5776,Expired
3719,6757,Active
3720,9587,Active
3722,4002,Active
3723,1017,Active
3724,5646,Active
3725,2063,Expired
3727,6421,Active
3728,5931,Active
3731,7275,Active
3736,6540,Expired
3737,4940,Active
3738,7698,Active
3740,2711,Active
3741,4014,Active
3742,7706,Expired
3743,9388,Active
3745,3748,Expired
3746,8404,Expired
3748,6519,Expired
3750,3521,Active
3752,7609,Active
3753,1336,Active
3754,2225,Active
3756,1075,Active
3757,4084,Expired
3760,6567,Active
3761,727,Active
3762,648,Expired
3765,6880,Expired
3766,4151,Active
3769,8488,Active
3770,5228,Active
3772,6502,Active
3773,6431,Active
3774,5230,Active
3776,1076,Expired
3779,1177,Active
3781,933,Active
3783,1141,Active
3787,9992,Active
3788,105,Active
3790,3989,Active
3791,2547,Active
3793,7144,Active
3794,2074,Active
3795,6079,Expired
3796,3760,Active
3798,3403,Active
3800,469,Active
3801,8146,Active
3804,2259,Expired
3805,8102,Active
3806,8530,Active
3809,7500,Expired
3810,4455,Expired
3811,6737,Active
3812,4389,Active
3815,4230,Active
3818,1504,Expired
3819,8376,Active
3820,5780,Active
3823,1460,Expired
3827,1233,Active
3828,1967,Active
3829,4500,Active
3830,8745,Active
3833,9722,Active
3834,8102,Active
3835,3178,Expired
3836,4930,Active
3838,1470,Active
3839,2559,Expired
1793,8494,Active
1803,8472,Active
1804,695,Active
1806,4010,Active
1807,3017,Active
1809,3145,Active
1811,773,Active
1815,3004,Active
1817,9244,Active
1818,7363,Active
1820,700,Active
1823,4288,Active
1826,9500,Active
1828,4486,Active
1829,2821,Active
1831,4643,Active
1832,5632,Active
1833,6420,Active
1835,9156,Active
1836,9021,Active
1837,948,Active
1838,1603,Active
1843,4268,Active
1853,990,Active
1854,4284,Active
1856,4936,Active
1859,304,Active
1860,686,Active
1861,1377,Active
1862,4271,Active
1867,7973,Active
1868,9041,Active
1874,660,Active
1875,8228,Active
1876,8888,Active
1878,2039,Active
1879,1149,Active
1883,8734,Active
1885,2946,Active
1887,7040,Active
1888,4639,Active
1890,8986,Active
1891,3163,Active
1892,4898,Active
1894,8161,Active
1900,1614,Active
1906,8721,Active
1907,9239,Active
1911,2536,Active
1912,7880,Active
1920,1483,Active
1921,4057,Active
1923,7715,Active
1926,2543,Active
1927,188,Active
1928,7042,Active
1929,4719,Active
1930,7767,Active
1933,3081,Active
1937,8364,Active
1939,138,Active
1940,2058,Active
1941,5176,Active
1944,3868,Active
1945,8867,Active
1946,1501,Active
1951,6016,Active
1952,5123,Active
1958,1235,Active
1959,301,Active
1962,3086,Active
1963,342,Active
1965,8786,Active
1967,8512,Active
1973,9021,Active
1976,8273,Active
1980,4926,Active
1986,6679,Active
1987,8481,Active
1992,5681,Active
1995,599,Active
1997,9451,Active
2001,8504,Active
2002,3879,Active
2004,7866,Active
2005,5148,Active
2008,4381,Active
2009,7366,Active
2012,6687,Active
2015,2703,Active
2016,7593,Active
2026,7363,Active
2029,1438,Active
2030,3400,Active
2033,389,Active
2034,3682,Active
2035,5908,Active
2036,342,Active
2043,3613,Active
2044,3119,Active
2046,304,Active
2057,9948,Active
2067,5092,Active
2071,5121,Active
2073,1101,Active
2079,4439,Active
2085,255,Active
2086,4275,Active
2087,7535,Active
2088,1235,Active
2090,1332,Active
2093,6779,Active
2094,8539,Active
2101,3294,Active
2102,5515,Active
2105,3592,Active
2107,9492,Active
2110,8421,Active
2116,7171,Active
2120,1457,Active
2121,3134,Active
2122,2443,Active
2126,188,Active
2127,1537,Active
2128,3379,Active
2130,3790,Active
2132,940,Active
2136,8598,Active
2137,7199,Active
2139,6066,Active
2140,2579,Active
2141,6473,Active
2142,5406,Active
2145,5300,Active
2146,1057,Active
2153,9803,Active
2155,3598,Active
2156,2672,Active
2164,8793,Active
2167,8841,Active
2168,3918,Active
2173,830,Active
2175,9021,Active
2177,4363,Active
2178,8950,Active
2179,4936,Active
2181,485,Active
2182,1306,Active
2185,3174,Active
2187,3638,Active
2190,710,Active
2191,9732,Active
2192,9947,Active
2194,2049,Active
