ACCIDENT_ID,POLICYHOLDER_ID,VEHICLE_ID,ACCIDENT_TYPE,ACCIDENT_DATE,ESTIMATED_COST,ACTUAL_REPAIR_COST,AT_FAULT,DUI
1184,7526,3444,1,2021-11-18,7908,9517,TRUE,TRUE
771,1186,2730,5,2021-06-24,6292,7073,TRUE,FALSE
889,1010,9701,7,2021-09-28,6864,9995,FALSE,FALSE
1177,8484,2753,2,2021-09-18,114,146,FALSE,FALSE
1222,9416,9607,2,2021-09-12,3312,4598,TRUE,FALSE
1319,8264,2637,2,2021-03-02,2636,3354,TRUE,FALSE
1354,1276,2771,1,2021-11-21,9306,12698,TRUE,FALSE
1460,4340,3382,4,2021-06-14,6932,8897,TRUE,FALSE
1501,8868,4550,6,2021-01-14,525,567,TRUE,TRUE
1640,5345,1478,4,2021-03-02,9761,14334,TRUE,FALSE
1787,1150,7591,6,2021-10-15,9112,13004,TRUE,FALSE
1002,4863,949,5,2021-12-25,5923,6739,TRUE,FALSE
821,7082,3917,2,2021-11-06,3724,5078,TRUE,FALSE
908,6085,1512,2,2021-09-20,2101,2289,TRUE,FALSE
1275,6442,9236,3,2021-11-03,2121,2530,FALSE,TRUE
1355,8514,4381,5,2021-08-26,9972,12208,TRUE,FALSE
1358,8054,8909,2,2021-07-21,5720,8867,FALSE,FALSE
1376,4115,572,6,2021-01-18,7668,9288,FALSE,FALSE
1675,8391,132,3,2021-03-11,6249,7516,TRUE,TRUE
934,8539,5896,1,2021-07-22,156,226,TRUE,FALSE
1044,3845,5761,4,2021-05-28,8322,9486,FALSE,FALSE
1127,9427,2942,2,2021-10-02,1762,1863,FALSE,TRUE
1134,1603,6839,5,2021-11-26,316,341,TRUE,FALSE
1209,8501,5616,7,2021-02-21,5421,8269,FALSE,FALSE
1236,9280,8071,2,2021-05-31,7375,10238,FALSE,TRUE
1268,9886,1178,5,2021-01-21,6962,7367,TRUE,FALSE
1325,8504,7223,7,2021-12-14,4555,4889,TRUE,FALSE
1449,5065,3263,3,2021-11-30,4879,7016,TRUE,FALSE
1598,7880,6411,6,2021-03-02,6006,7587,TRUE,FALSE
1614,5552,4182,7,2021-08-20,362,419,TRUE,FALSE
1763,6021,575,5,2021-01-08,1763,2138,FALSE,FALSE
885,5027,8729,7,2021-02-05,4978,7202,TRUE,TRUE
929,4286,9871,2,2021-10-02,2123,3273,FALSE,FALSE
1483,4709,8570,7,2021-08-21,4581,4868,TRUE,FALSE
1618,3106,3635,2,2021-03-28,2777,4265,TRUE,FALSE
778,7997,8417,3,2019-01-27,4433,4871,TRUE,TRUE
803,6992,2760,1,2019-09-09,9422,14827,TRUE,FALSE
903,1968,3916,3,2019-07-14,5294,5766,TRUE,TRUE
981,1296,6453,3,2019-11-24,2627,3693,TRUE,FALSE
1061,8472,2325,6,2019-10-11,3051,4573,TRUE,FALSE
1150,3179,9968,4,2019-09-15,8121,11386,TRUE,FALSE
1393,499,7743,6,2019-08-03,8965,13838,FALSE,TRUE
1672,661,5336,5,2019-03-27,510,770,TRUE,FALSE
1013,2344,8761,1,2019-12-02,6941,7334,FALSE,TRUE
1151,8056,9278,5,2019-11-02,7878,12025,TRUE,FALSE
1660,1033,4856,3,2019-11-14,6427,9499,FALSE,FALSE
1722,4851,42,7,2019-12-08,2782,4069,FALSE,FALSE
1780,9193,8507,1,2019-12-13,7059,11294,FALSE,FALSE
1203,1952,9327,7,2019-05-06,1818,2354,TRUE,FALSE
1237,8022,2817,3,2019-12-02,3419,5119,TRUE,FALSE
1172,7912,7826,7,2019-07-26,7288,10781,TRUE,FALSE
1160,9500,351,5,2019-01-01,3657,5097,FALSE,TRUE
1673,6401,7435,7,2019-01-11,6887,9513,TRUE,FALSE
1349,4894,3719,5,2019-03-11,9372,14647,FALSE,FALSE
1451,3640,5127,5,2019-06-11,6611,7598,TRUE,FALSE
790,7068,3854,3,2022-10-30,2031,2362,TRUE,FALSE
808,2817,9155,6,2022-09-03,7567,8327,FALSE,FALSE
1021,8007,2009,7,2022-11-18,2821,4034,FALSE,TRUE
1048,1458,8999,5,2022-01-14,7354,10377,TRUE,FALSE
1057,1486,42,7,2022-08-03,5077,6527,FALSE,FALSE
1081,3132,9367,2,2022-09-10,2121,3373,TRUE,FALSE
1158,9657,8109,2,2022-11-12,4778,6052,FALSE,TRUE
1170,5815,9840,4,2022-06-15,6637,9406,TRUE,TRUE
1212,6796,725,2,2022-06-11,3461,4432,FALSE,FALSE
1221,2617,5881,1,2022-10-12,7597,10230,TRUE,FALSE
1347,9828,2592,4,2022-12-16,3002,3477,TRUE,FALSE
1484,78,2231,6,2022-06-26,3746,5166,TRUE,FALSE
1513,5070,1628,3,2022-03-30,6670,8949,TRUE,TRUE
1514,2243,8958,2,2022-05-15,9614,12270,TRUE,FALSE
1521,6554,82,1,2022-02-04,9665,10374,TRUE,TRUE
1553,357,427,5,2022-02-02,6280,9293,TRUE,FALSE
1577,3603,5162,1,2022-04-01,869,1256,TRUE,FALSE
1753,3946,2938,5,2022-03-25,6317,8978,TRUE,FALSE
829,8464,3119,3,2022-11-03,2260,2900,FALSE,FALSE
1054,918,4463,6,2022-02-15,6740,8656,TRUE,TRUE
1256,7347,5367,7,2022-02-11,6912,8000,FALSE,TRUE
1463,481,6608,3,2022-11-05,2308,2458,FALSE,FALSE
1632,2335,9348,5,2022-07-06,3015,4308,TRUE,FALSE
850,9381,6253,1,2023-05-31,652,772,FALSE,FALSE
1055,2860,6014,6,2023-02-28,9421,11442,TRUE,FALSE
1178,939,5981,7,2023-10-09,1277,1865,TRUE,FALSE
1408,9530,1659,6,2023-07-25,3766,5036,TRUE,FALSE
875,3348,346,7,2023-07-04,5687,7451,TRUE,FALSE
1193,7872,6519,1,2023-08-22,2298,3348,TRUE,FALSE
843,5560,8086,2,2023-08-26,4600,6474,TRUE,FALSE
1189,984,8584,3,2023-06-04,7466,9769,FALSE,FALSE
1482,7123,7739,7,2023-02-01,6450,7280,FALSE,FALSE
1489,7934,8079,1,2023-09-18,2499,3993,TRUE,FALSE
1543,326,4766,6,2023-05-20,2135,2372,FALSE,FALSE
896,225,7524,3,2023-07-27,9295,12206,TRUE,TRUE
1148,5751,6840,6,2023-09-02,8794,10289,TRUE,FALSE
1328,7535,9599,4,2023-09-04,4538,6870,FALSE,TRUE
1498,5376,8937,4,2023-03-14,9846,10895,TRUE,FALSE
1556,6798,708,6,2023-04-05,2674,4155,TRUE,FALSE
834,8580,1616,6,2022-03-23,5665,7412,FALSE,FALSE
836,2222,1259,1,2022-10-19,9096,12210,TRUE,FALSE
1369,2206,5005,7,2022-02-06,7268,8526,TRUE,FALSE
1611,9381,8300,5,2022-11-28,531,703,TRUE,FALSE
1662,9369,2192,7,2022-03-24,8761,10194,TRUE,FALSE
1687,8777,6643,1,2022-07-25,8302,11832,FALSE,FALSE
1700,4223,1604,4,2022-03-07,8658,13736,FALSE,TRUE
1047,4609,5204,7,2019-09-06,4622,5512,FALSE,FALSE
1248,288,7754,2,2019-05-25,9372,11252,TRUE,FALSE
1320,5545,4793,6,2019-03-14,6943,7530,TRUE,FALSE
1510,3686,2940,2,2019-12-03,9629,15325,FALSE,TRUE
1680,5659,442,3,2019-08-22,4574,5122,FALSE,FALSE
1735,905,9144,2,2019-08-06,5295,7225,FALSE,FALSE
1091,2058,6635,5,2019-06-02,9577,11214,TRUE,FALSE
1191,5771,1937,3,2019-09-16,1166,1272,FALSE,FALSE
1415,4309,1653,6,2019-06-06,878,1248,FALSE,FALSE
1001,6828,5698,2,2019-08-04,805,1024,FALSE,FALSE
1123,1352,5507,5,2019-07-17,6199,8519,FALSE,FALSE
809,3468,8127,6,2019-08-19,1412,1792,FALSE,FALSE
1022,1756,6028,5,2019-11-23,8236,10270,TRUE,FALSE
1129,3309,7844,7,2019-01-08,1359,1592,TRUE,FALSE
1229,1300,38,6,2019-04-01,5674,7016,TRUE,FALSE
1413,9381,5794,4,2019-03-09,9430,14330,TRUE,FALSE
1503,9991,1058,5,2019-08-11,2046,2520,FALSE,FALSE
1645,7455,8716,2,2019-05-29,4779,7546,FALSE,TRUE
1751,6448,1818,6,2019-08-06,8523,10887,TRUE,FALSE
793,1563,8822,1,2020-09-18,469,668,TRUE,FALSE
807,5189,5214,3,2020-09-14,3926,4123,FALSE,FALSE
892,6203,5085,5,2020-11-23,6661,9266,TRUE,TRUE
954,2171,1370,7,2020-12-22,7263,9853,FALSE,FALSE
966,967,1961,6,2020-07-21,3271,3959,FALSE,FALSE
967,256,1773,3,2020-01-03,2541,2706,FALSE,FALSE
979,5761,5483,1,2020-09-26,5301,6423,TRUE,FALSE
1028,3775,4936,7,2020-02-27,1234,1444,TRUE,FALSE
1147,9641,4531,5,2020-03-19,4371,5207,FALSE,FALSE
1167,9320,9672,7,2020-12-10,809,909,TRUE,TRUE
1204,2956,1374,5,2020-04-25,9081,13991,FALSE,FALSE
1211,5988,3260,4,2020-11-04,1066,1437,TRUE,FALSE
1310,1007,896,1,2020-10-13,8651,13294,TRUE,FALSE
1323,7603,5403,6,2020-10-28,3877,4586,TRUE,FALSE
1615,6622,4552,4,2020-09-18,2250,2494,TRUE,FALSE
1653,4855,3258,3,2020-08-29,3123,3429,FALSE,FALSE
1116,3290,4108,4,2020-07-18,852,1027,TRUE,FALSE
1500,6741,5082,2,2020-01-26,5766,6600,FALSE,FALSE
1018,9912,3442,5,2020-12-09,1709,2727,TRUE,FALSE
1124,8212,5047,1,2020-11-28,3527,4136,TRUE,FALSE
1375,7532,4952,5,2020-11-17,2984,4177,TRUE,FALSE
1494,7546,8512,6,2020-12-15,4879,7111,TRUE,FALSE
1594,4011,8152,3,2020-11-21,7670,10819,TRUE,FALSE
1609,9640,2822,5,2020-12-11,3749,4600,FALSE,FALSE
1657,3070,242,3,2020-12-01,663,976,TRUE,FALSE
1303,9365,315,3,2020-08-27,4591,7008,FALSE,FALSE
1309,7472,6725,6,2020-10-23,6977,9636,TRUE,FALSE
877,8707,835,5,2020-03-26,1096,1279,TRUE,FALSE
1239,1947,1482,3,2020-02-01,179,264,FALSE,FALSE
1168,6832,6838,5,2020-04-17,5077,7181,TRUE,FALSE
1437,5362,6931,4,2020-09-11,6126,7196,TRUE,FALSE
799,3276,7237,5,2020-03-30,2630,2826,FALSE,FALSE
1619,1468,8168,4,2020-02-14,8865,14169,TRUE,FALSE
1578,8359,8851,4,2023-10-26,7586,11008,TRUE,TRUE
1767,3243,474,7,2023-01-07,4113,5995,TRUE,FALSE
1377,6255,8378,2,2023-01-04,5600,7710,TRUE,FALSE
1793,5272,5443,2,2019-02-22,4931,6087,TRUE,FALSE
1794,4296,5801,4,2020-11-20,1671,2448,TRUE,FALSE
1796,2635,6079,2,2021-01-19,6314,8679,TRUE,FALSE
1797,9006,1466,2,2019-10-30,3295,4836,TRUE,FALSE
1798,3682,7202,3,2020-09-01,2908,3977,FALSE,FALSE
1802,9634,9527,2,2022-10-02,8799,12981,TRUE,FALSE
1803,9268,1963,3,2023-08-23,4108,6278,TRUE,FALSE
1804,4582,2151,1,2023-01-30,3411,5143,TRUE,FALSE
1805,974,39,7,2020-07-22,5221,8046,TRUE,FALSE
1808,28,7381,2,2019-04-03,8250,9255,TRUE,TRUE
1810,2573,4672,3,2022-01-17,6493,9982,TRUE,FALSE
1811,3896,2575,3,2022-07-03,1377,2116,TRUE,FALSE
1813,1362,3204,6,2022-07-23,1468,1794,TRUE,TRUE
1815,7898,6693,2,2020-01-04,1579,2353,FALSE,FALSE
1816,483,6786,3,2020-07-25,9903,12055,TRUE,TRUE
1819,7796,3237,5,2021-01-15,3869,4793,TRUE,TRUE
1820,3207,5574,4,2019-10-17,9591,13669,FALSE,FALSE
1823,5151,9798,4,2020-08-17,8595,9110,FALSE,FALSE
1824,9606,8078,1,2020-05-17,8258,9176,FALSE,FALSE
1825,7205,3362,1,2020-06-12,6039,6931,FALSE,FALSE
1827,2010,2143,1,2020-03-04,3723,5263,TRUE,FALSE
1828,5672,9271,4,2019-05-03,6128,8356,TRUE,FALSE
1833,248,8525,4,2019-07-28,1723,2082,TRUE,FALSE
1834,4443,4938,5,2022-12-07,8886,13647,FALSE,FALSE
1840,200,4259,1,2023-02-20,5284,6834,FALSE,FALSE
1841,618,4704,4,2022-04-18,7772,8644,FALSE,FALSE
1842,1005,766,5,2019-11-15,6464,9779,FALSE,FALSE
1843,7128,1889,5,2022-10-15,1870,2236,FALSE,FALSE
1846,7401,6421,4,2020-03-06,2414,2610,TRUE,FALSE
1847,7922,1867,5,2019-08-22,1178,1568,TRUE,FALSE
1848,5595,6060,1,2019-02-25,1912,2741,TRUE,FALSE
1850,6236,8319,2,2022-12-01,1645,2568,TRUE,FALSE
1851,5775,4936,3,2021-06-23,2246,3097,TRUE,FALSE
1852,747,4096,7,2020-06-16,5344,7440,FALSE,FALSE
1854,7475,5549,7,2023-08-01,3914,5903,TRUE,FALSE
1855,8309,2094,1,2019-06-08,1250,1932,FALSE,FALSE
1856,9627,3615,7,2020-01-03,2989,4673,TRUE,FALSE
1857,9581,7135,7,2020-05-24,6832,10756,TRUE,FALSE
1858,352,3717,1,2023-07-21,458,556,FALSE,FALSE
1860,5012,3026,3,2020-06-09,4393,6018,TRUE,FALSE
1862,9881,9260,5,2023-07-17,2321,3024,FALSE,FALSE
1864,159,8575,2,2019-03-07,9080,11292,FALSE,FALSE
1865,966,8838,6,2019-04-01,4779,6091,TRUE,FALSE
1867,3443,1529,4,2023-05-04,9754,11656,FALSE,FALSE
1868,7103,863,4,2022-12-22,6432,7901,TRUE,FALSE
1873,7482,9450,5,2021-06-12,9047,11503,FALSE,FALSE
1874,8745,5877,7,2019-07-22,7661,10703,TRUE,FALSE
1875,2762,6542,4,2021-05-05,3085,4279,TRUE,TRUE
1876,6343,496,5,2021-12-10,2700,4140,FALSE,TRUE
1877,8245,3211,4,2021-02-04,4059,5872,FALSE,FALSE
1878,121,2541,3,2020-04-23,840,1024,TRUE,FALSE
1880,6642,3973,7,2022-01-05,3501,4495,TRUE,TRUE
1882,7760,9833,3,2023-01-02,9717,11441,FALSE,FALSE
1883,5841,3674,6,2020-02-15,7738,8481,TRUE,FALSE
1884,489,8798,4,2023-10-08,739,896,TRUE,TRUE
1885,9095,7371,1,2020-09-20,7836,11533,TRUE,FALSE
1886,2418,8415,6,2021-01-10,2948,4097,FALSE,FALSE
1887,7375,4646,3,2021-08-22,191,282,TRUE,TRUE
1889,1922,5830,4,2019-06-09,272,311,FALSE,TRUE
1890,9825,8309,4,2022-12-21,2726,3978,FALSE,FALSE
1891,5768,5198,7,2020-06-01,7964,11837,TRUE,FALSE
1892,2572,2112,3,2022-07-25,3632,4666,TRUE,FALSE
1893,2974,6085,2,2022-05-15,1837,1934,FALSE,FALSE
1895,6008,5313,7,2022-12-29,3628,4078,TRUE,FALSE
1896,8270,7958,2,2019-03-18,7965,11067,FALSE,FALSE
1897,1189,3778,3,2022-07-09,1151,1474,FALSE,FALSE
1898,1928,1174,2,2023-01-24,6290,7290,FALSE,FALSE
1900,5855,6465,1,2023-08-26,5168,6030,FALSE,FALSE
1901,6259,1982,7,2022-06-11,8527,12461,TRUE,TRUE
1902,3147,3257,4,2020-04-10,4632,5177,FALSE,FALSE
1903,4506,1003,1,2020-11-01,8314,11035,TRUE,FALSE
1904,4464,9118,6,2019-06-24,6614,9213,FALSE,FALSE
1905,6618,4903,3,2023-08-22,9879,10474,TRUE,FALSE
1906,9701,6359,1,2020-08-18,217,292,TRUE,FALSE
1907,2965,2558,7,2023-04-17,5485,6833,FALSE,FALSE
1908,9517,2948,1,2022-05-29,6131,6545,FALSE,TRUE
1910,7282,1511,5,2020-12-25,5620,8187,FALSE,FALSE
1912,5700,214,2,2019-12-27,5016,7334,FALSE,FALSE
1913,99,6011,3,2019-04-28,8620,12675,FALSE,FALSE
1914,4262,2927,1,2019-08-11,6397,9665,FALSE,FALSE
1915,7892,6050,4,2022-11-06,2623,2801,TRUE,TRUE
1918,6087,7394,4,2019-01-04,4259,6561,TRUE,TRUE
1919,4392,1301,3,2023-07-07,1087,1613,FALSE,FALSE
1920,3947,7855,7,2021-09-27,9005,14110,TRUE,FALSE
1922,1519,1085,6,2022-03-30,9594,12779,TRUE,TRUE
1923,3977,4057,3,2023-04-09,1584,2272,TRUE,TRUE
1924,1988,2429,6,2021-06-27,8681,13479,TRUE,FALSE
1925,5466,6840,6,2019-10-11,5333,7662,FALSE,FALSE
1926,4797,1828,5,2019-05-18,4268,6582,TRUE,FALSE
1927,7958,9717,2,2019-07-21,8293,8912,FALSE,FALSE
1928,5373,6357,3,2021-05-13,6226,8159,TRUE,TRUE
1930,4288,1075,6,2019-03-10,4355,5558,FALSE,FALSE
1933,2258,5951,6,2022-02-09,3946,4179,TRUE,TRUE
1935,820,3035,4,2022-09-09,3526,5054,TRUE,FALSE
1937,5533,413,6,2023-09-20,2238,2895,FALSE,FALSE
1938,4892,5366,7,2022-05-04,752,810,TRUE,FALSE
1939,849,351,4,2022-05-13,2781,3806,FALSE,FALSE
1940,4803,8884,2,2019-06-29,804,1112,FALSE,FALSE
1941,5717,5316,6,2020-05-26,567,745,TRUE,TRUE
1942,1518,7041,4,2023-05-28,2739,4353,FALSE,FALSE
1943,6262,2926,2,2019-01-27,7239,11147,FALSE,FALSE
1944,7505,253,7,2022-06-28,7412,11643,TRUE,FALSE
1945,8988,4335,7,2023-04-20,9512,11300,FALSE,FALSE
1947,1488,379,7,2019-11-09,6268,7403,TRUE,FALSE
1948,8127,9750,2,2019-02-03,2227,3342,TRUE,FALSE
1950,1723,7731,6,2022-09-16,7178,9998,TRUE,FALSE
1951,1714,7581,1,2022-05-29,3007,4260,FALSE,FALSE
1952,1992,8116,1,2021-12-07,9316,14544,TRUE,FALSE
1953,6953,9022,1,2019-12-20,519,564,TRUE,TRUE
1954,2712,4172,1,2023-09-03,2720,4080,TRUE,TRUE
1956,2035,8712,5,2021-04-06,3459,4571,TRUE,FALSE
1958,2855,319,2,2022-06-16,4956,6187,FALSE,FALSE
1959,9227,5063,6,2019-11-06,5080,6985,FALSE,FALSE
1960,8691,847,3,2022-07-26,3688,3992,TRUE,TRUE
1963,4942,1841,3,2021-03-04,1678,2101,FALSE,FALSE
1966,4669,5570,5,2021-07-26,9703,10270,TRUE,FALSE
1967,8390,3635,3,2019-07-18,7902,8826,TRUE,FALSE
1968,4385,3457,4,2022-12-30,6054,6898,FALSE,TRUE
1969,1945,9123,2,2019-05-19,6276,6668,FALSE,FALSE
1970,3382,5177,4,2021-07-09,6458,10227,TRUE,FALSE
1973,5679,8402,2,2020-09-25,8828,9980,TRUE,FALSE
1975,984,4275,6,2022-09-21,4415,5655,TRUE,FALSE
1976,215,8270,2,2022-02-20,527,629,FALSE,FALSE
1979,7311,6047,7,2022-12-09,110,137,FALSE,FALSE
1981,8432,9448,7,2020-03-17,230,297,TRUE,TRUE
1983,5668,4153,2,2022-07-08,5497,6114,FALSE,FALSE
1984,6233,1209,5,2020-05-31,6655,7199,TRUE,FALSE
1985,5398,3391,7,2022-12-06,2049,2216,TRUE,TRUE
1988,5274,3165,3,2023-08-29,7862,8965,TRUE,FALSE
1990,6586,9977,4,2019-12-11,7764,10841,TRUE,TRUE
1991,8856,9544,7,2019-08-17,2285,3208,TRUE,FALSE
1992,4847,1577,5,2019-07-15,262,354,FALSE,FALSE
1993,4546,9213,4,2020-11-15,1860,2546,FALSE,FALSE
1994,8456,6045,1,2021-06-09,1723,2351,FALSE,FALSE
1996,1011,4034,2,2020-09-13,8568,11831,FALSE,FALSE
1998,6624,7398,5,2020-12-27,2630,3653,TRUE,TRUE
1999,4525,3418,7,2019-09-15,651,765,TRUE,FALSE
2000,6083,2547,4,2020-11-07,4335,6465,TRUE,TRUE
2005,3835,4753,6,2023-04-13,5936,8950,TRUE,FALSE
2006,1452,6039,5,2023-05-01,8349,13147,FALSE,TRUE
2008,9685,3827,2,2023-05-20,3669,5668,TRUE,FALSE
2011,2545,8359,4,2020-09-03,2272,3615,FALSE,FALSE
2012,8983,3458,1,2021-09-12,2276,2669,TRUE,FALSE
2013,6904,4346,3,2019-03-24,453,639,FALSE,FALSE
2014,5878,541,3,2019-11-18,6264,8926,TRUE,FALSE
2017,4063,9635,4,2020-10-17,5617,6561,FALSE,FALSE
2018,7669,6316,5,2022-05-20,2641,3247,TRUE,FALSE
2019,7605,7493,5,2022-07-07,4089,5682,TRUE,FALSE
2020,7319,5113,3,2021-03-06,1958,3005,FALSE,FALSE
2021,2487,5182,5,2022-12-02,6001,7756,TRUE,FALSE
2022,9741,1221,1,2020-01-14,5095,7131,FALSE,FALSE
2023,9409,3050,2,2023-05-28,3767,5801,TRUE,FALSE
2024,5621,9731,7,2023-08-30,6649,8579,TRUE,FALSE
2025,4639,9658,4,2019-05-02,3353,4003,TRUE,TRUE
2026,9350,8121,5,2022-05-21,8283,8919,TRUE,FALSE
2028,2346,6896,6,2019-03-20,5018,7830,TRUE,FALSE
2030,4644,8536,3,2021-04-25,9924,15196,TRUE,FALSE
2031,8159,3085,2,2021-03-19,5906,7511,FALSE,FALSE
2032,9051,3781,7,2022-07-31,3081,3616,TRUE,FALSE
2034,5018,4169,3,2022-05-25,9448,13875,FALSE,FALSE
2035,9207,8381,1,2022-01-09,6932,8929,TRUE,FALSE
2036,4114,6593,7,2022-11-09,8739,11552,TRUE,FALSE
2037,1882,1254,4,2019-03-30,635,765,TRUE,FALSE
2038,2873,8755,7,2023-04-23,2189,3213,FALSE,FALSE
2039,8815,2621,2,2019-02-24,9507,10748,TRUE,FALSE
2040,5245,4885,3,2022-07-20,817,1084,TRUE,FALSE
2041,9948,7001,5,2019-01-25,9262,10517,FALSE,FALSE
2043,9667,5501,7,2022-05-20,4338,4589,TRUE,FALSE
2046,7542,5954,7,2019-04-10,8269,10128,TRUE,FALSE
2047,2176,4174,6,2020-07-19,4481,6901,TRUE,TRUE
2048,9327,2074,1,2020-01-31,4027,5437,FALSE,FALSE
2049,6174,9233,5,2020-03-25,8854,12998,TRUE,FALSE
2050,3584,5218,4,2022-08-05,9910,10596,FALSE,FALSE
2051,7869,9417,1,2023-01-01,5265,7335,TRUE,FALSE
2052,5509,4069,1,2020-01-10,2445,3881,TRUE,FALSE
2053,9319,3606,4,2020-07-22,9374,13755,TRUE,FALSE
2054,5138,2243,5,2019-08-31,2481,3831,FALSE,FALSE
2055,1874,6513,6,2019-08-15,3108,3557,TRUE,FALSE
2056,214,1504,4,2019-03-19,7256,9635,FALSE,FALSE
2057,7487,479,1,2023-06-07,5059,7135,FALSE,FALSE
2058,6497,1194,7,2021-12-07,8658,12283,TRUE,FALSE
2059,4089,646,7,2019-04-05,8883,13524,FALSE,FALSE
2060,565,9387,4,2023-09-03,8786,11985,TRUE,TRUE
2061,2019,7301,3,2023-04-25,5890,9278,FALSE,FALSE
2062,7329,4645,1,2020-09-15,6972,10837,FALSE,FALSE
2063,3891,4732,7,2019-04-05,2680,3524,TRUE,FALSE
2064,7588,1339,5,2020-10-17,1999,2975,TRUE,TRUE
2065,610,9024,2,2023-08-29,8403,12688,FALSE,FALSE
2066,8756,8000,3,2022-05-01,2307,3390,TRUE,FALSE
2067,3798,9897,6,2022-05-26,1667,1760,TRUE,TRUE
2068,439,1084,1,2020-09-13,3946,4246,FALSE,FALSE
2069,6414,741,1,2020-04-25,9503,14964,FALSE,FALSE
2070,7836,8833,1,2023-10-19,7958,12494,TRUE,FALSE
2071,8806,1583,7,2020-08-08,7822,11500,TRUE,FALSE
2072,1583,1444,6,2019-05-26,6116,9000,FALSE,FALSE
2075,634,6145,5,2021-12-16,820,944,FALSE,FALSE
2077,6997,1093,2,2019-01-23,2965,3603,TRUE,FALSE
2078,5935,2815,5,2021-09-22,3786,4534,TRUE,FALSE
2081,7083,6357,3,2022-09-17,1519,2402,TRUE,TRUE
2082,9831,4611,7,2020-05-29,4407,4721,TRUE,FALSE
2083,4177,5568,4,2023-01-11,4334,5870,TRUE,TRUE
2084,4052,4965,1,2023-02-05,3821,4235,TRUE,FALSE
2085,3952,8618,4,2019-08-03,6581,9953,FALSE,FALSE
2087,2445,9204,3,2019-11-14,7780,9195,FALSE,FALSE
2089,4681,3772,4,2019-08-21,7935,12107,TRUE,FALSE
2090,5428,4938,2,2021-12-29,4341,5068,TRUE,TRUE
2091,2680,2164,6,2023-07-30,6423,8070,FALSE,FALSE
2092,7896,494,5,2020-05-23,8905,9548,TRUE,TRUE
2093,33,2868,1,2019-05-22,873,1308,TRUE,FALSE
2094,6987,8959,4,2019-12-02,2047,2962,TRUE,FALSE
2095,9671,5661,2,2023-05-27,8329,8898,FALSE,TRUE
2096,828,6757,3,2022-04-21,5341,7944,FALSE,TRUE
2097,789,507,3,2022-06-06,2059,2491,FALSE,FALSE
2098,9531,3494,6,2022-02-15,5544,8413,TRUE,FALSE
2099,740,1179,3,2022-11-08,9977,14539,TRUE,TRUE
2101,6272,6933,6,2022-01-13,9818,10796,TRUE,FALSE
2102,5901,9062,5,2023-02-17,6413,6856,TRUE,FALSE
2103,6640,8418,6,2022-03-12,2590,3368,TRUE,FALSE
2104,1366,2782,7,2022-06-25,4687,6843,TRUE,FALSE
2105,8472,3746,2,2023-07-13,2719,3622,TRUE,FALSE
2106,2993,6088,7,2019-01-23,9145,11599,FALSE,FALSE
2107,280,2483,2,2019-05-01,4053,5707,FALSE,FALSE
2108,647,6265,5,2022-05-12,2475,2756,FALSE,FALSE
2109,7591,376,6,2022-10-08,8510,10949,TRUE,TRUE
2111,2859,1593,3,2019-10-01,9697,11879,TRUE,TRUE
2112,5900,3439,1,2023-07-04,7018,11038,FALSE,FALSE
2114,4058,8832,3,2019-09-13,2590,3717,TRUE,FALSE
2115,5395,6034,1,2022-08-14,762,812,FALSE,FALSE
2116,7586,2310,5,2023-08-03,6872,10584,FALSE,FALSE
2118,2941,5737,1,2023-09-16,3499,4637,TRUE,TRUE
2119,1651,3498,4,2019-11-24,9714,15148,FALSE,FALSE
2120,3167,2601,7,2019-01-20,1740,2742,TRUE,FALSE
2121,6116,6781,3,2021-04-30,6190,9364,TRUE,FALSE
2122,1169,8145,4,2023-08-18,8432,9984,TRUE,TRUE
2123,5800,8149,6,2020-02-03,7597,10354,TRUE,FALSE
2125,9693,7929,4,2019-05-25,8841,9344,TRUE,TRUE
2127,5487,937,3,2019-05-25,2111,3052,TRUE,TRUE
2129,6508,9025,3,2021-07-28,7451,11894,TRUE,FALSE
2130,607,9825,7,2023-05-13,578,901,TRUE,TRUE
2133,3042,5519,1,2019-08-04,6120,8017,FALSE,FALSE
2134,4149,6861,6,2022-11-10,5435,8410,TRUE,FALSE
2135,2029,8012,3,2022-03-28,438,691,TRUE,FALSE
2136,5973,620,1,2020-11-05,7858,8466,FALSE,FALSE
2137,4859,5694,1,2022-09-02,1833,2921,TRUE,FALSE
2139,9488,2125,7,2022-02-14,8874,11392,TRUE,FALSE
2140,4201,7276,4,2020-06-02,176,243,FALSE,FALSE
2141,9603,6667,4,2020-11-14,8228,9978,TRUE,FALSE
2142,4941,4842,2,2022-03-02,3727,5735,FALSE,FALSE
2143,5862,4212,7,2022-06-01,636,732,FALSE,FALSE
2144,4987,6974,4,2020-01-06,6021,8206,FALSE,FALSE
2145,519,7855,5,2022-05-16,4252,5623,FALSE,FALSE
2146,5747,2474,2,2019-06-22,1816,2438,FALSE,FALSE
2148,8612,8860,3,2019-10-02,2969,3672,TRUE,FALSE
2152,6682,979,1,2019-05-11,6431,9221,TRUE,FALSE
2153,348,1254,1,2023-09-24,9114,12918,TRUE,FALSE
2154,6925,422,7,2019-05-22,5472,8265,FALSE,FALSE
2155,4543,256,6,2021-12-03,2582,3410,TRUE,FALSE
2156,4547,7995,5,2019-11-29,2924,3614,FALSE,TRUE
